date,ticker,bm,evm,pe_op_basic,pe_op_dil,pe_exi,ps,pcf,dpr,npm,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,debt_at,debt_ebitda,short_debt,lt_debt,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,at_turn,rect_turn,pay_turn,sale_equity,rd_sale,adv_sale,staff_sale,accrual,ptb,divyield,volume,price,ret_1m,ret_3m,ret_6m,ret_12m,SMA_6,EMA_6,vol_3m,vol_6m,vol_12m,RVOL_6,vol_ROC,vol_mom,mom_reversal,mom_accel,max_ret_6m,min_ret_6m,sharpe_6m,sharpe_12m,reversal_1m,trend_consistency,up_down_ratio,avg_dollar_vol_3m,vol_regime,skew_6m,skew_12m,confirmed_mom
2022-07-31,AKAM,0.227,16.031,23.468,24.055,25.255,4.356,11.141,0.0,0.179,0.23,0.745,0.199,0.349,0.167,0.139,0.111,0.088,0.141,0.096,0.141,0.323,0.619,0.381,0.407,0.381,0.022,0.02,0.337,0.363,2.203,0.064,0.756,0.389,0.628,1.539,0.611,0.449,0.406,0.816,0.434,5.196,8.467,0.788,0.1,0.0,0.382,-0.093,3.534,0.0,34015882.0,96.22,0.05354210007664517,-0.14303526897043106,-0.1600174596246181,-0.19763175450300208,-0.02572008682115462,-0.019361932101634387,0.08757566475959014,0.08400656025867483,0.06864593182473994,0.9343989939573298,0.005176220419692568,0.050029684445979924,-0.19657736904707623,-0.12321859502892085,0.10280805468317,-0.10010687566797283,-1.904820994121041,-2.8790017011871307,-0.05354210007664517,-0.3061675986013089,0.3333333333333333,3895995903.556667,2.025647733102956,0.9095237226427123,0.42663611842110805,0
2022-08-31,AKAM,0.297,15.24,22.236,22.683,24.269,4.017,10.705,0.0,0.171,0.223,0.745,0.195,0.333,0.165,0.135,0.108,0.088,0.137,0.09,0.137,0.325,0.61,0.39,0.42,0.39,0.016,0.014,0.278,0.371,2.271,0.071,0.75,0.389,0.645,1.595,0.634,0.46,0.417,0.852,0.436,5.248,7.881,0.808,0.103,0.0,0.382,-0.09,3.322,0.0,30424305.0,90.28,-0.061733527333194704,-0.10649247822644503,-0.1660816552743396,-0.20282560706401764,-0.026857254806048354,-0.03146810216779448,0.07838206300188036,0.08452530800689152,0.06898837797886372,0.8591625919206722,-0.10558529689161078,-0.053039137351993226,-0.04475895089325033,-0.03980117950115403,0.10280805468317,-0.10010687566797283,-1.9648748900246376,-2.9399967502665194,0.061733527333194704,-0.3177421702368553,0.3333333333333333,3036795640.7966666,1.6598163273105644,0.9425785840358721,0.4357903458898663,0
2022-09-30,AKAM,0.297,15.24,19.783,20.181,21.591,3.549,9.46,0.0,0.171,0.223,0.745,0.195,0.333,0.165,0.135,0.108,0.088,0.137,0.09,0.137,0.325,0.61,0.39,0.42,0.39,0.016,0.014,0.278,0.371,2.271,0.071,0.75,0.389,0.645,1.595,0.634,0.46,0.417,0.852,0.436,5.248,7.881,0.808,0.103,0.0,0.382,-0.09,2.935,0.0,31961020.0,80.32,-0.11032343819229073,-0.12055184495784521,-0.32724683809364274,-0.23204895305478546,-0.06237917028529181,-0.053998198174793406,0.08416389204422849,0.06050671182033174,0.07227644426352407,0.9258426281044727,0.05050945288643405,-0.10214214195747182,-0.010228406765554476,0.11447621434360389,0.05354210007664517,-0.11032343819229073,-5.408438638433493,-3.2105751108718303,0.11032343819229073,-1.0309462935371556,0.16666666666666666,2862274515.9466667,-0.35362901648493844,1.8357208120752277,0.3433769616183087,0
2022-10-31,AKAM,0.297,15.24,21.756,22.193,23.745,3.903,10.403,0.0,0.171,0.223,0.745,0.195,0.333,0.165,0.135,0.108,0.088,0.137,0.09,0.137,0.325,0.61,0.39,0.42,0.39,0.016,0.014,0.278,0.371,2.271,0.071,0.75,0.389,0.645,1.595,0.634,0.46,0.417,0.852,0.436,5.248,7.881,0.808,0.103,0.0,0.382,-0.09,3.228,0.0,33007696.0,88.33,0.09972609561752988,-0.08199958428601128,-0.21330602066262916,-0.16243125355585053,-0.03583269995587157,-0.010076971376986758,0.1099628694411649,0.08983000479015309,0.07987468757089496,0.9171154128099301,0.032748516787011184,0.09146033935019347,-0.18172567990354116,0.06103568468441978,0.09972609561752988,-0.11032343819229073,-2.3745520348231257,-2.033576073918039,-0.09972609561752988,-0.39889455688640296,0.3333333333333333,2743128389.8266664,1.6744013815971406,0.947671935262926,0.266842382668692,0
2022-11-30,AKAM,0.337,14.807,25.162,25.569,27.737,4.15,11.299,0.0,0.155,0.211,0.741,0.184,0.31,0.16,0.124,0.101,0.088,0.126,0.08,0.126,0.325,0.599,0.401,0.431,0.401,0.01,0.009,0.204,0.381,2.379,0.071,0.752,0.389,0.654,1.638,0.663,0.471,0.428,0.889,0.439,5.354,7.702,0.829,0.106,0.0,0.382,-0.094,3.492,0.0,34994214.0,94.86,0.07392731801200036,0.05073105892778029,-0.061163895486935904,-0.15829636202307007,-0.006827001009209373,0.013924254162723845,0.11455328071943617,0.092968013053443,0.08037032418395776,1.0591264398077211,0.060183479634567716,0.07829837713058316,-0.023196259084220072,0.15722353715422532,0.09972609561752988,-0.11032343819229073,-0.6579025782962105,-1.9695872031167776,-0.07392731801200036,-0.07343387026336518,0.5,2934076684.7066665,1.5421731178517148,-0.010914246779348588,0.26517354292695033,0
2022-12-31,AKAM,0.337,14.807,22.361,22.722,24.649,3.67,9.994,0.0,0.155,0.211,0.741,0.184,0.31,0.16,0.124,0.101,0.088,0.126,0.08,0.126,0.325,0.599,0.401,0.431,0.401,0.01,0.009,0.204,0.381,2.379,0.071,0.752,0.389,0.654,1.638,0.663,0.471,0.428,0.889,0.439,5.354,7.702,0.829,0.106,0.0,0.382,-0.094,3.089,0.0,28710462.0,84.3,-0.11132194813409235,0.04955179282868527,-0.07697361217562682,-0.2797334244702666,-0.00936389999223373,-0.021860375064937924,0.11512612236513495,0.0960479763303011,0.08350758034493619,0.8920282710932513,-0.17956545616369612,-0.099302324928787,0.16087374096277762,0.17010363778653048,0.09972609561752988,-0.11132194813409235,-0.8014079537805241,-3.3497967886843383,0.11132194813409235,-0.09749190300514034,0.5,2885137624.773333,1.4401532950518867,-0.03642899955683194,0.5683952033106461,0
2022-01-31,ALB,0.236,26.572,54.236,54.639,116.794,7.794,31.193,0.817,0.064,0.176,0.385,0.089,0.163,0.08,0.039,0.073,0.109,0.042,0.041,0.042,0.12,0.683,0.292,0.321,0.3,0.02,0.018,0.139,0.243,3.093,0.09,0.476,0.134,-0.065,0.875,0.4,0.465,0.361,0.901,0.313,6.173,3.802,0.606,0.017,0.0,0.0,-0.059,4.265,0.707,20764313.0,220.74,-0.05573854643452969,-0.11869684992214635,0.07134536983110085,0.3570638140907416,0.01720568912369082,-0.002354870102505858,0.09459973382714967,0.1174957721161739,0.11195142175964654,0.8299681537897734,-0.10176020162073518,-0.046261218479192165,-0.06295830348761666,-0.33433459016675915,0.1490001941370609,-0.12278134263949869,0.6072164857179554,3.189453143858572,0.05573854643452969,0.14643666588001739,0.5,5498423602.256667,-0.3217286575417527,0.09359803268713722,0.38593960321185894,0
2022-02-28,ALB,0.219,36.121,40.473,40.726,184.802,6.889,66.597,1.475,0.037,0.172,0.379,0.069,0.136,0.077,0.023,0.071,0.128,0.025,0.036,0.025,0.115,0.709,0.269,0.322,0.275,0.033,0.026,0.085,0.233,3.083,0.165,0.412,0.067,-1.77,0.852,0.356,0.471,0.363,0.919,0.311,4.975,3.763,0.592,0.016,0.0,0.0,-0.021,3.835,0.796,28293407.0,195.89,-0.11257588112711803,-0.2649255131524636,-0.1725521669341895,0.2460403282233954,-0.026390323420338997,-0.03384658753810933,0.03612333175529593,0.10686072514491982,0.11825835885634468,1.1505119992104755,0.3625977897751782,-0.1295199020584414,-0.15234963202534557,-0.39059079996500057,0.1438553226469379,-0.12278134263949869,-1.6147388734278365,2.0805322397740604,0.11257588112711803,-0.24695998819537862,0.3333333333333333,5176631298.25,-0.48733015360996773,0.982291748676958,0.34991320907952844,0
2022-03-31,ALB,0.219,36.121,45.692,45.977,208.632,7.782,75.233,1.475,0.037,0.172,0.379,0.069,0.136,0.077,0.023,0.071,0.128,0.025,0.036,0.025,0.115,0.709,0.269,0.322,0.275,0.033,0.026,0.085,0.233,3.083,0.165,0.412,0.067,-1.77,0.852,0.356,0.471,0.363,0.919,0.311,4.975,3.763,0.592,0.016,0.0,0.0,-0.021,4.332,0.714,22433355.0,221.15,0.12894992087395996,-0.05398468580228433,0.00995570169429616,0.5135856546437614,0.007611538163185327,0.012666700579624744,0.1262768292311118,0.11993418685474264,0.11767387771088236,0.9352173224092458,-0.20711722699213986,0.12059619972462894,-0.18293460667624428,-0.12157385326814718,0.1438553226469379,-0.12278134263949869,0.0830097068682671,4.364483134528892,-0.12894992087395996,0.06346429123169012,0.5,5029015469.033333,0.09619761003287469,0.049918556324739065,-0.02346714978914446,0
2022-04-30,ALB,0.219,36.121,39.841,40.089,181.915,6.786,65.598,1.475,0.037,0.172,0.379,0.069,0.136,0.077,0.023,0.071,0.128,0.025,0.036,0.025,0.115,0.709,0.269,0.322,0.275,0.033,0.026,0.085,0.233,3.083,0.165,0.412,0.067,-1.77,0.852,0.356,0.471,0.363,0.919,0.311,4.975,3.763,0.592,0.016,0.0,0.0,-0.021,3.777,0.819,18165865.0,192.83,-0.12805787926746548,-0.12643834375283136,-0.2301273605621431,0.14663733127192735,-0.03770732882254857,-0.0275403222338296,0.14412229450031694,0.10903400356662567,0.12153368203718441,0.7944607026542391,-0.19022968254191142,-0.10173695274324233,0.0016195355146341184,-0.007741493830685009,0.12894992087395996,-0.12805787926746548,-2.110601766737134,1.206557135552449,0.12805787926746548,-0.34583091135883454,0.3333333333333333,4668818567.809999,-0.12792216544485877,0.9028157711827431,0.30131658761208674,0
2022-05-31,ALB,0.24,27.409,41.734,42.207,109.42,8.41,77.707,0.648,0.078,0.201,0.4,0.125,0.172,0.092,0.045,0.09,0.128,0.048,0.046,0.048,0.132,0.713,0.262,0.294,0.269,0.012,0.011,0.117,0.218,2.435,0.108,0.431,0.067,-1.562,0.839,0.345,0.452,0.343,0.854,0.33,6.213,3.887,0.622,0.015,0.0,0.0,-0.01,4.913,0.607,35135124.0,260.42,0.3505159985479438,0.32941957220889284,-0.02277759015347669,0.5586545367488629,0.010052044992215311,0.08047576941810565,0.23950556452709224,0.19294428148734,0.15427173863243018,1.4252758325955246,0.9341288730264152,0.4995819816684723,-0.021096426339050955,0.5943450853613564,0.3505159985479438,-0.12805787926746548,-0.11805268328188953,3.6212370567749956,-0.3505159985479438,0.05209817525934229,0.3333333333333333,5871316399.426666,2.82931247232604,1.421680687506491,0.536170828412504,0
2022-06-30,ALB,0.24,27.409,33.49,33.87,87.807,6.749,62.357,0.648,0.078,0.201,0.4,0.125,0.172,0.092,0.045,0.09,0.128,0.048,0.046,0.048,0.132,0.713,0.262,0.294,0.269,0.012,0.011,0.117,0.218,2.435,0.108,0.431,0.067,-1.562,0.839,0.345,0.452,0.343,0.854,0.33,6.213,3.887,0.622,0.015,0.0,0.0,-0.01,3.943,0.756,32240926.0,208.98,-0.19752707165348293,-0.05503052226995264,-0.10604440261795789,0.2405318770034428,-0.002405576510115396,0.0010463862547946332,0.29838736903948915,0.2052562815555464,0.1697280453505008,1.2318784479617946,-0.08237335379832444,-0.24332934245893073,0.1424965493835303,-0.0010458364676683152,0.3505159985479438,-0.19752707165348293,-0.516643884485748,1.4171604728418745,0.19752707165348293,-0.011719867922601919,0.3333333333333333,6463507151.836666,2.2623423981302153,1.2254192391175498,0.43972274215681945,0
2022-07-31,ALB,0.24,27.409,39.152,39.596,102.651,7.89,72.899,0.648,0.078,0.201,0.4,0.125,0.172,0.092,0.045,0.09,0.128,0.048,0.046,0.048,0.132,0.713,0.262,0.294,0.269,0.012,0.011,0.117,0.218,2.435,0.108,0.431,0.067,-1.562,0.839,0.345,0.452,0.343,0.854,0.33,6.213,3.887,0.622,0.015,0.0,0.0,-0.01,4.609,0.647,20021971.0,244.31,0.16905924011867168,0.2669709070165429,0.10677720395034873,0.18574063288681808,0.0350607212487515,0.04905005878733093,0.2791843136574165,0.21390845819840662,0.164804796732525,0.768643725886913,-0.37898895956028067,0.12994632422042607,0.09791166689787123,0.3934092507693743,0.3505159985479438,-0.19752707165348293,0.4991724256705624,1.127034143237175,-0.16905924011867168,0.1639052590254828,0.5,6926388480.856667,1.860891576384549,0.44396529701386395,0.46962471470262274,0
2022-08-31,ALB,0.265,22.035,30.659,30.765,120.703,7.245,208.329,0.695,0.061,0.238,0.414,0.099,0.145,0.118,0.042,0.125,0.128,0.045,0.047,0.045,0.157,0.689,0.288,0.326,0.295,0.018,0.016,0.112,0.24,2.117,0.116,0.447,0.067,-55.605,0.89,0.393,0.475,0.378,0.934,0.379,6.098,3.86,0.746,0.014,0.0,0.0,0.022,4.846,0.59,30724875.0,267.96,0.0968032417829805,0.028953229398663627,0.3679105620501302,0.13187463039621505,0.06995724173376792,0.06269382535751652,0.19418066616847893,0.2017389957708521,0.16193089011253722,1.1614591252047068,0.5345579613515572,0.11243300851824026,-0.06785001238431687,-0.3004663428102292,0.3505159985479438,-0.19752707165348293,1.823695813713806,0.8143883498977005,-0.0968032417829805,0.346771041793178,0.6666666666666666,6620771318.496666,1.2871870211647214,-0.13228670655217595,0.5532163283480737,1
2022-09-30,ALB,0.265,22.035,30.256,30.361,119.117,7.15,182.608,0.695,0.061,0.238,0.414,0.099,0.145,0.118,0.042,0.125,0.128,0.045,0.047,0.045,0.157,0.689,0.288,0.326,0.295,0.018,0.016,0.112,0.24,2.117,0.116,0.447,0.067,-55.605,0.89,0.393,0.475,0.378,0.934,0.379,6.098,3.86,0.746,0.014,0.0,0.0,0.022,4.782,0.597,28800389.0,264.44,-0.013136288998357948,0.2653842472963921,0.19574949129550068,0.20765401653194493,0.04627620675504827,0.04102807839869525,0.09174497311764335,0.2017685615870681,0.15953303388300322,1.0467213260229398,-0.06263608883681382,-0.013750033839381786,0.27852053629475004,0.32041476956634474,0.3505159985479438,-0.19752707165348293,0.9701684432687495,1.301636479152225,0.013136288998357948,0.2293529100423256,0.5,6913526702.389999,1.081765983833697,0.37038256317388557,0.4853051057004738,1
2022-10-31,ALB,0.265,22.035,32.022,32.132,126.068,7.567,173.8,0.695,0.061,0.238,0.414,0.099,0.145,0.118,0.042,0.125,0.128,0.045,0.047,0.045,0.157,0.689,0.288,0.326,0.295,0.018,0.016,0.112,0.24,2.117,0.116,0.447,0.067,-55.605,0.89,0.393,0.475,0.378,0.934,0.379,6.098,3.86,0.746,0.014,0.0,0.0,0.022,5.061,0.565,30224874.0,279.87,0.05834972016336404,0.14555278130244353,0.45138204636208057,0.1173793268654928,0.07734413999351986,0.04597711890288633,0.05579071496709965,0.18303817063499475,0.15570001770481198,1.0237150926304575,0.049460616660420786,0.059733489181999486,0.0872030611390795,-0.12141812571409938,0.3505159985479438,-0.19752707165348293,2.466054183103716,0.7538812685816743,-0.05834972016336404,0.4225574355622005,0.6666666666666666,8102682619.513332,0.5575911392138754,-0.017198145079733135,0.641623524423243,1
2022-11-30,ALB,0.231,14.593,18.134,18.217,21.06,5.823,40.243,0.118,0.278,0.32,0.466,0.366,0.348,0.181,0.251,0.209,0.128,0.267,0.197,0.267,0.214,0.677,0.3,0.343,0.307,0.025,0.022,0.136,0.252,1.482,0.124,0.456,0.067,-0.38,0.94,0.417,0.485,0.405,0.974,0.459,6.666,3.639,0.922,0.011,0.0,0.0,0.062,4.547,0.568,32446730.0,277.99,-0.006717404509236413,0.03743095984475309,0.06746793641041382,0.04315358925288004,0.01780523948398982,0.030921540785136977,0.039549931093733094,0.12545043201347345,0.15521447604982747,1.1159041742375384,0.07351084408159991,-0.007495979731898976,0.0441483643539895,0.00847773044608946,0.16905924011867168,-0.19752707165348293,0.5378055326518743,0.2780255447244929,0.006717404509236413,0.141930475632619,0.5,8364958942.079999,-0.7859929145135574,-0.9130599480997501,0.7812864855035411,1
2022-12-31,ALB,0.231,14.593,14.146,14.211,16.429,4.542,31.393,0.118,0.278,0.32,0.466,0.366,0.348,0.181,0.251,0.209,0.128,0.267,0.197,0.267,0.214,0.677,0.3,0.343,0.307,0.025,0.022,0.136,0.252,1.482,0.124,0.456,0.067,-0.38,0.94,0.417,0.485,0.405,0.974,0.459,6.666,3.639,0.922,0.011,0.0,0.0,0.062,3.547,0.729,29802000.0,216.86,-0.21989999640274827,-0.17992739373770983,0.037706957603598656,-0.07233605680797361,0.0140764186924456,-0.040741755554258796,0.14554692998520974,0.13322267433363383,0.16520155151996713,1.0394787110647683,-0.08150990870266439,-0.22858136482387595,0.03997260266503844,-0.4453116410341019,0.16905924011867168,-0.21989999640274827,0.2830370865335424,-0.4378654809378755,0.21989999640274827,0.10566083260867119,0.5,7980587893.026666,-0.5979660945995937,-1.0737183208042818,0.5769826107684941,1
2022-01-31,ALGN,0.067,43.362,55.241,55.739,53.279,10.372,30.41,0.0,0.197,0.258,0.773,0.268,0.225,0.218,0.226,0.289,-3.686,0.227,0.0,0.227,0.554,0.98,0.02,0.026,0.02,0.024137566137566138,0.022121693121693122,0.596,0.017,0.085,0.241,0.037,0.415,0.731,1.945,0.02,0.354,0.071,0.548,0.717,4.861,5.633,1.111,0.06,0.065,0.0,-0.107,11.078,0.0,20105246.0,494.96,-0.24684256976779573,-0.20726492304242683,-0.2886461626904283,-0.05790094788534017,-0.04949078514264497,-0.059229840242842044,0.1651383281016287,0.10970356630277579,0.10168986826720922,1.504476520538466,0.7742959074585174,-0.3713688504850269,0.0395776467253689,-0.10460611303955247,0.07464883161905389,-0.24684256976779573,-2.631146574522298,-0.5693875788411346,0.24684256976779573,-0.4511319623470866,0.3333333333333333,8045703165.376667,1.4217333422270504,-1.2342448141831648,-1.1450735296946737,0
2022-02-28,ALGN,0.071,47.78,54.702,55.233,52.782,10.196,34.37,0.0,0.195,0.247,0.769,0.256,0.223,0.201,0.223,0.276,0.237,0.225,0.0,0.225,0.512,0.972,0.028,0.034,0.028,0.024137566137566138,0.022121693121693122,0.505,0.021,0.116,0.181,0.044,0.506,0.658,1.928,0.028,0.39,0.074,0.64,0.734,4.924,6.556,1.091,0.063,0.082,0.0,-0.074,11.031,0.0,17473395.0,511.46,0.03333602715370931,-0.16363874217127528,-0.2786177715091679,-0.09812911075452735,-0.04709660872855307,-0.03278244955811309,0.17491117514869028,0.11163622970497925,0.0992660686928655,1.2065735052653848,-0.13090369548325842,0.040222367134473094,-0.1969747693249846,-0.02616342482289724,0.07464883161905389,-0.24684256976779573,-2.495764791102945,-0.9885463587577347,-0.03333602715370931,-0.4218756657495076,0.3333333333333333,8778333558.593332,1.420396177093357,-1.2144394092062787,-1.1430818378733256,0
2022-03-31,ALGN,0.071,47.78,46.631,47.084,44.995,8.693,29.303,0.0,0.195,0.247,0.769,0.256,0.223,0.201,0.223,0.276,0.237,0.225,0.0,0.225,0.512,0.972,0.028,0.034,0.028,0.024137566137566138,0.022121693121693122,0.505,0.021,0.116,0.181,0.044,0.506,0.658,1.928,0.028,0.39,0.074,0.64,0.734,4.924,6.556,1.091,0.063,0.082,0.0,-0.074,9.405,0.0,19743834.0,436.0,-0.14753841942673906,-0.3365592379561154,-0.34478457538734353,-0.19487378353923135,-0.06144422024090803,-0.06556986952057765,0.14205452349576045,0.11913066247701133,0.10723817111632418,1.2297757599281138,0.12993691266064777,-0.18143917186911082,-0.18902081852937636,-0.32416123966929333,0.07464883161905389,-0.24684256976779573,-2.894171561027596,-1.8172053990723733,0.14753841942673906,-0.515771665861129,0.3333333333333333,9165515596.953333,1.8675991553355074,-0.6335277834520507,-0.8765899682129747,0
2022-04-30,ALGN,0.071,47.78,31.006,31.308,29.918,5.78,19.485,0.0,0.195,0.247,0.769,0.256,0.223,0.201,0.223,0.276,0.237,0.225,0.0,0.225,0.512,0.972,0.028,0.034,0.028,0.024137566137566138,0.022121693121693122,0.505,0.021,0.116,0.181,0.044,0.506,0.658,1.928,0.028,0.39,0.074,0.64,0.734,4.924,6.556,1.091,0.063,0.082,0.0,-0.074,6.254,0.0,19169571.0,289.91,-0.33506880733944944,-0.4142759010829157,-0.53567596136906,-0.513189931657515,-0.10700494450138369,-0.1425695660402553,0.18421243800496856,0.1633255908174918,0.13566997798093827,1.1636325430851875,-0.02908568822043378,-0.38989696839292426,-0.07920709374346624,-0.20701097804048885,0.07464883161905389,-0.33506880733944944,-3.2798042161540457,-3.7826344434847523,0.33506880733944944,-0.6551633700866656,0.3333333333333333,7700901519.770001,2.4164118412701523,-0.36213956417517296,-0.9781781361369537,0
2022-05-31,ALGN,0.107,44.085,31.021,31.231,31.231,5.428,22.421,0.0,0.175,0.235,0.763,0.233,0.203,0.193,0.202,0.265,0.237,0.203,0.0,0.203,0.537,0.976,0.024,0.031,0.024,0.024137566137566138,0.022121693121693122,0.516,0.02,0.106,0.206,0.041,0.506,0.544,1.892,0.025,0.381,0.078,0.616,0.703,4.422,5.754,1.136,0.066,0.082,0.0,-0.048,5.967,0.0,25620497.0,277.64,-0.04232347970059691,-0.4571618503890822,-0.5459912023939955,-0.5295433364398882,-0.11063140291030299,-0.11392782708606719,0.14828893911698537,0.1612508089600975,0.13513051809628096,1.3550568330504962,0.3365190592945455,-0.05735072036676781,-0.4148383706884853,-0.2935231082178069,0.07464883161905389,-0.33506880733944944,-3.385974966048724,-3.918754578167063,0.04232347970059691,-0.6860827776540297,0.3333333333333333,7093012246.563334,1.7789345075672844,-0.30192613775077076,-0.918716167717489,0
2022-06-30,ALGN,0.107,44.085,26.444,26.622,26.622,4.583,18.931,0.0,0.175,0.235,0.763,0.233,0.203,0.193,0.202,0.265,0.237,0.203,0.0,0.203,0.537,0.976,0.024,0.031,0.024,0.024137566137566138,0.022121693121693122,0.516,0.02,0.106,0.206,0.041,0.506,0.544,1.892,0.025,0.381,0.078,0.616,0.703,4.422,5.754,1.136,0.066,0.082,0.0,-0.048,5.038,0.0,24816599.0,236.67,-0.14756519233539833,-0.4571788990825688,-0.6398703551538392,-0.6126513911620295,-0.14766707356937836,-0.12353850287159038,0.14828646295390113,0.133277613302811,0.13479730763800415,1.1730922596167868,-0.03137714307415662,-0.17310758491751818,-0.3096137067471705,-0.12061966112645339,0.03333602715370931,-0.33506880733944944,-4.801034016868484,-4.544982402818417,0.14756519233539833,-1.1079660710450603,0.16666666666666666,6181356533.673335,0.8522555905059541,-0.05801734746973102,-0.5853221027451956,0
2022-07-31,ALGN,0.107,44.085,31.393,31.605,31.605,5.444,22.489,0.0,0.175,0.235,0.763,0.233,0.203,0.193,0.202,0.265,0.237,0.203,0.0,0.203,0.537,0.976,0.024,0.031,0.024,0.024137566137566138,0.022121693121693122,0.516,0.02,0.106,0.206,0.041,0.506,0.544,1.892,0.025,0.381,0.078,0.616,0.703,4.422,5.754,1.136,0.066,0.082,0.0,-0.048,5.985,0.0,18976592.0,280.97,0.1871804622470108,-0.030837156358869966,-0.4323379667043801,-0.5961914343202068,-0.0753299015669106,-0.03476165569484719,0.1711736597287494,0.1787208468616273,0.14202530108309583,0.9050803682097004,-0.23532664568581696,0.16941336169218646,-0.21801761860588076,0.3834387447240457,0.1871804622470108,-0.33506880733944944,-2.419068476321137,-4.19778328068031,-0.1871804622470108,-0.4214947662218385,0.3333333333333333,6106157442.216668,1.6775516177923189,0.059522660890171955,-0.3106091931424231,0
2022-08-31,ALGN,0.195,39.958,31.005,31.204,31.204,4.771,24.236,0.0,0.155,0.218,0.754,0.211,0.185,0.172,0.174,0.237,0.237,0.174,0.0,0.174,0.516,0.974,0.026,0.032,0.026,0.024137566137566138,0.022121693121693122,0.483,0.02,0.121,0.199,0.043,0.506,0.495,1.838,0.026,0.383,0.074,0.621,0.684,4.112,6.624,1.108,0.071,0.082,0.0,-0.029,5.289,0.0,15673263.0,243.7,-0.1326476136242305,-0.12224463333813573,-0.5235209009502209,-0.6562764456981665,-0.10299384169656724,-0.06272907224609957,0.18910631292649005,0.17122557055794782,0.14086670712499483,0.7583815162595179,-0.17407388007288138,-0.10059749834855061,0.010402980286094765,0.33491721705094646,0.1871804622470108,-0.33506880733944944,-3.0574925184614634,-4.658847069633243,0.1326476136242305,-0.6015097006887243,0.16666666666666666,5008257244.223334,1.2479575919778287,0.714381315505398,-0.029051404198070178,0
2022-09-30,ALGN,0.195,39.958,26.35,26.519,26.519,4.055,20.598,0.0,0.155,0.218,0.754,0.211,0.185,0.172,0.174,0.237,0.237,0.174,0.0,0.174,0.516,0.974,0.026,0.032,0.026,0.024137566137566138,0.022121693121693122,0.483,0.02,0.121,0.199,0.043,0.506,0.495,1.838,0.026,0.383,0.074,0.621,0.684,4.112,6.624,1.108,0.071,0.082,0.0,-0.029,4.495,0.0,19458143.0,207.11,-0.15014361920393915,-0.12489964930071396,-0.5249770642201834,-0.6887576454322768,-0.10342804165943392,-0.0877046570911966,0.18990508342040782,0.17136436677481273,0.1424069803238172,0.9436945733151362,0.24148640905215468,-0.14168971866065164,0.025243969903225194,0.33227924978185486,0.1871804622470108,-0.33506880733944944,-3.0635135769506134,-4.836544134747612,0.15014361920393915,-0.6035562912291277,0.16666666666666666,4393801081.356668,1.065196075162967,0.7230693002811217,0.1428100510731187,0
2022-10-31,ALGN,0.195,39.958,24.72,24.878,24.878,3.804,19.324,0.0,0.155,0.218,0.754,0.211,0.185,0.172,0.174,0.237,0.237,0.174,0.0,0.174,0.516,0.974,0.026,0.032,0.026,0.024137566137566138,0.022121693121693122,0.483,0.02,0.121,0.199,0.043,0.506,0.495,1.838,0.026,0.383,0.074,0.621,0.684,4.112,6.624,1.108,0.071,0.082,0.0,-0.029,4.217,0.0,23811663.0,194.3,-0.061851190188788596,-0.30846709613125955,-0.3297920044151633,-0.6888063167673014,-0.05789177213432378,-0.08031795226193716,0.04675075187254653,0.12842009982901437,0.142405044720318,1.1130693961051072,0.22373769172114732,-0.06884466691181705,-0.24661590594247096,-0.2776299397723896,0.1871804622470108,-0.15014361920393915,-2.5680715468549447,-4.836951655189671,0.061851190188788596,-0.4507999309407491,0.16666666666666666,4158718770.2433343,-0.14517999372347043,1.8129858794214024,0.14311788595713698,0
2022-11-30,ALGN,0.228,34.738,30.255,30.396,30.396,3.975,22.043,0.0,0.132,0.194,0.745,0.182,0.164,0.149,0.142,0.202,0.237,0.142,0.0,0.142,0.488,0.973,0.027,0.033,0.027,0.024137566137566138,0.022121693121693122,0.463,0.021,0.143,0.194,0.045,0.506,0.501,1.775,0.028,0.382,0.072,0.619,0.655,3.847,6.925,1.06,0.076,0.082,0.0,-0.032,4.158,0.0,22625889.0,196.66,0.01214616572310856,-0.1930242100943783,-0.2916726696441435,-0.6784131604336664,-0.04881349789703954,-0.05389963283763839,0.08124975486631153,0.1316260314920461,0.14400143241833063,1.0829052874644005,-0.04979803384585113,0.013153147083973122,-0.20517037581748687,-0.07077957675624258,0.1871804622470108,-0.15014361920393915,-2.2159193461801565,-4.711155639499791,-0.01214616572310856,-0.37084987934160457,0.3333333333333333,4368729816.123334,-0.21645843238719945,1.4174557372088907,0.09252014183876775,0
