date,ticker,gvkey,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,debt_at,debt_ebitda,short_debt,lt_debt,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,rd_sale,adv_sale,staff_sale,accrual,ptb,divyield,cusip,volume,price,ret_1m,ret_3m,ret_6m,ret_12m,SMA_6,EMA_6,vol_3m,vol_6m,vol_12m,RVOL_6,vol_ROC,vol_mom,mom_reversal,mom_accel,max_ret_6m,min_ret_6m,sharpe_6m,sharpe_12m,reversal_1m,trend_consistency,up_down_ratio,avg_dollar_vol_3m,vol_regime,skew_6m,skew_12m,confirmed_mom
2018-08-31,A,126554.0,45.57,0.218,21.051,27.567,28.025,93.806,93.806,4.561,20.822,0.764,0.05,0.238,0.194,0.583,0.186,0.093,0.134,0.051,0.138,0.148,0.052,0.049,0.052,0.19,0.322,0.72,0.279,0.324,0.279,0.043,0.037,0.715,0.244,1.863,0.138,0.462,0.248,0.798,5.087,0.386,0.456,0.339,0.839,2.13,2.819,3.267,111.219,0.553,6.495,6.959,0.732,1.016,0.077,0.008,0.0,-0.094,4.667,0.882,00846U10,56251056.0,67.54,0.02271350696547536,0.0907622739018088,-0.015308353987461665,0.043572311495673866,-0.0017912411047748544,0.012536794567504762,0.0351415019809233,0.04334815478777745,0.05028397411644108,1.0295648313405878,0.4835485858183646,0.023385027968062907,0.06804876693633344,0.18800677018406575,0.06791720569210868,-0.058107696988135005,-0.35314891861966974,0.8665248175248594,-0.02271350696547536,-0.04132219960790389,0.3333333333333333,3396401627.7333336,-1.069364549559506,0.5861629667345183,0.43623228564130057,0
2018-09-30,A,126554.0,51.052,0.217,20.871,27.027,27.447,77.516,77.516,4.676,22.419,0.628,0.062,0.239,0.196,0.585,0.193,0.105,0.135,0.064,0.14,0.148,0.064,0.058,0.064,0.187,0.328,0.72,0.28,0.313,0.28,0.043,0.038,0.681,0.236,1.756,0.108,0.458,0.248,0.802,4.991,0.387,0.459,0.332,0.848,2.14,2.87,3.35,113.703,0.562,6.494,7.204,0.747,1.038,0.077,0.008,0.0,-0.083,4.927,0.845,00846U10,35828950.0,70.54,0.04441812259401834,0.1406856403622252,0.054409566517189756,0.09875389408099688,0.009718306032134602,0.021645745432222925,0.022607784885602243,0.04519684159530773,0.051344757052952064,0.6786162843948591,-0.36305284651011704,0.030142861314548065,0.09626751776820686,0.21632091689436272,0.06791720569210868,-0.058107696988135005,1.203835591087818,1.9233491353197285,-0.04441812259401834,0.2150217955305873,0.5,2943526648.5200005,-0.7817782284236536,-0.29915659794012195,0.15462228634703165,0
2018-10-31,A,126554.0,46.891,0.217,20.871,24.824,25.21,71.198,71.198,4.295,20.591,0.628,0.062,0.239,0.196,0.585,0.193,0.105,0.135,0.064,0.14,0.148,0.064,0.058,0.064,0.187,0.328,0.72,0.28,0.313,0.28,0.043,0.038,0.681,0.236,1.756,0.108,0.458,0.248,0.802,4.991,0.387,0.459,0.332,0.848,2.14,2.87,3.35,113.703,0.562,6.494,7.204,0.747,1.038,0.077,0.008,0.0,-0.083,4.525,0.92,00846U10,64685733.0,64.79,-0.08151403459030337,-0.01892792247122954,-0.01445086705202292,-0.04762604733205933,-0.0009774809984864352,-0.007828477431356017,0.0673218376797122,0.05851256027487417,0.05476032384354411,1.1777821619361202,0.8054040936170332,-0.0960057758879032,0.06258611211907383,-0.02349135417186865,0.06791720569210868,-0.08151403459030337,-0.2469703425065858,-0.8697181460820402,0.08151403459030337,-0.01670549013569954,0.5,3505853032.103334,0.8324300595071846,-0.41179344232115855,0.33399979481482905,0
2018-11-30,A,126554.0,52.362,0.217,20.871,27.72,28.152,79.505,79.505,4.796,22.994,0.628,0.062,0.239,0.196,0.585,0.193,0.105,0.135,0.064,0.14,0.148,0.064,0.058,0.064,0.187,0.328,0.72,0.28,0.313,0.28,0.043,0.038,0.681,0.236,1.756,0.108,0.458,0.248,0.802,4.991,0.387,0.459,0.332,0.848,2.14,2.87,3.35,113.703,0.562,6.494,7.204,0.747,1.038,0.077,0.008,0.0,-0.083,5.053,0.824,00846U10,61855641.0,72.35,0.11668467356073453,0.07121705655907595,0.16844315245478025,0.04491623339110351,0.028154580759658487,0.027746708566384136,0.10030294986893623,0.06724144176386436,0.06466825041270535,1.1620537938380626,-0.043751409603722036,0.13559386759400743,-0.04546761700165858,-0.019545217342732846,0.11668467356073453,-0.08151403459030337,2.505049684186008,0.6945639182203518,-0.11668467356073453,0.4187087608640301,0.6666666666666666,3731206133.473333,1.639995879281037,-0.5759410466660658,0.4240535060809464,1
2018-12-31,A,126554.0,44.693,0.225,18.638,24.354,24.711,69.546,69.546,4.373,19.768,0.604,0.064,0.244,0.201,0.586,0.193,0.107,0.142,0.066,0.15,0.666,0.067,0.058,0.067,0.206,0.337,0.717,0.282,0.282,0.283,0.042,0.039,0.566,0.211,1.498,0.0,0.453,0.274,0.837,4.83,0.388,0.465,0.319,0.869,1.919,2.741,3.286,106.622,0.579,6.552,6.509,0.771,1.076,0.078,0.008,0.0,-0.091,4.635,0.972,00846U10,50087924.0,67.46,-0.06758811333794057,-0.04366316983271923,0.09087968952134529,0.007316708974167474,0.017105226814015495,0.0005081880222913664,0.11062935052603344,0.07768409242575382,0.06727186633735897,0.9801115341014516,-0.19024484767686745,-0.06624388945067171,0.02392494350522134,-0.18434881019494442,0.11668467356073453,-0.08151403459030337,1.16986228046885,0.10876328207508329,0.06758811333794057,0.22018956880218082,0.6666666666666666,4015058540.153333,2.149008758997954,-0.27354737871671025,0.4120042739008178,0
2018-06-30,AAL,1045.0,6.755,0.16,7.213,7.258,7.286,17.022,17.022,0.405,4.072,0.177,0.025,0.157,0.109,0.328,0.072,0.073,0.129,0.292,0.166,0.378,0.293,0.084,0.293,0.109,0.27,0.106,0.894,0.996,0.894,0.049,0.044,0.123,0.472,3.662,0.102,0.446,0.1,-0.173,1.483,5.756,0.95,0.91,18.905,0.388,0.544,0.628,8.498,0.821,25.399,16.284,1.732,16.348,0.0,0.003,0.314,-0.061,4.415,1.05,02376R10,125689185.0,37.96,-0.1281580156178227,-0.26943802925327176,-0.27042091101287724,-0.2456279809220986,-0.04787065645542984,-0.057678313917247974,0.09805885300321243,0.0857899139766463,0.07949418178177547,1.0895449778038844,-0.032924148876941395,-0.1396339222817105,-0.14128001363544906,-0.26809265158654105,0.044013069383048276,-0.17378752886836024,-3.1521294109991893,-3.089886271128465,0.1281580156178227,-0.5579986531803863,0.3333333333333333,5485781706.21,0.7655817392113314,-0.6640935275254682,-0.8139101661784756,0
2018-07-31,AAL,1045.0,7.036,0.16,7.213,7.56,7.589,17.731,17.731,0.421,4.241,0.177,0.025,0.157,0.109,0.328,0.072,0.073,0.129,0.292,0.166,0.378,0.293,0.084,0.293,0.109,0.27,0.106,0.894,0.996,0.894,0.049,0.044,0.123,0.472,3.662,0.102,0.446,0.1,-0.173,1.483,5.756,0.95,0.91,18.905,0.388,0.544,0.628,8.498,0.821,25.399,16.284,1.732,16.348,0.0,0.003,0.314,-0.061,4.599,1.01,02376R10,159584620.0,39.54,0.04162276080084304,-0.07896575821104124,-0.2720913107511046,-0.2160983346550357,-0.048269041219130705,-0.029306578283507686,0.0911458851879017,0.08528194075691162,0.08129129792961882,1.3114593376702444,0.2696766233307981,0.05458655831188062,-0.12058851901188428,0.13071759966819296,0.04162276080084304,-0.17378752886836024,-3.1904915429478327,-2.6583206340502943,-0.04162276080084304,-0.5659937003159579,0.3333333333333333,5579985416.2,0.6609889901780135,-0.6835367148621571,-0.8604947053273371,0
2018-08-31,AAL,1045.0,7.082,0.16,7.559,8.504,8.522,24.386,24.386,0.427,5.053,0.239,0.018,0.142,0.094,0.315,0.057,0.066,0.118,0.205,0.15,0.378,0.3,0.075,0.3,0.094,0.262,0.063,0.937,1.043,0.937,0.049,0.044,0.108,0.47,3.966,0.102,0.435,0.1,-0.222,1.495,5.599,0.971,0.946,34.026,0.344,0.506,0.594,9.932,0.832,24.226,16.47,1.846,29.142,0.0,0.003,0.314,-0.055,4.709,0.988,02376R10,127566925.0,40.48,0.023773394031360695,-0.07028020211299957,-0.25382488479262677,-0.09521680822530187,-0.04409203224826819,-0.014140871907831008,0.09329814679597913,0.08859268469870858,0.0760024262375582,0.999314280389793,-0.20063145809414462,0.023757092148872214,-0.09405359614436026,0.12713915272571008,0.04162276080084304,-0.17378752886836024,-2.8650772426171525,-1.2528127447890405,-0.023773394031360695,-0.49769382650744887,0.5,5415015487.133334,0.8607814183215781,-0.705505802144084,-1.3597427938976878,0
2018-09-30,AAL,1045.0,7.231,0.16,7.559,8.683,8.701,24.898,24.898,0.436,5.16,0.239,0.018,0.142,0.094,0.315,0.057,0.066,0.118,0.205,0.15,0.378,0.3,0.075,0.3,0.094,0.262,0.063,0.937,1.043,0.937,0.049,0.044,0.108,0.47,3.966,0.102,0.435,0.1,-0.222,1.495,5.599,0.971,0.946,34.026,0.344,0.506,0.594,9.932,0.832,24.226,16.47,1.846,29.142,0.0,0.003,0.314,-0.055,4.808,0.968,02376R10,116399757.0,41.33,0.020998023715415037,0.08877766069546889,-0.20458044649730567,-0.129711518214361,-0.03355703136789564,-0.004101187444046424,0.011192872392026548,0.09253170510059551,0.0736231561575156,0.8734255031109608,-0.0875396816220192,0.018340209427972265,0.06777963698005385,0.35821568994874065,0.04162276080084304,-0.17378752886836024,-2.210922691577949,-1.761830448247087,-0.020998023715415037,-0.3626544148453142,0.6666666666666666,5428228985.203333,0.9952237675885209,-1.0297625057781536,-1.4077514851086343,0
2018-10-31,AAL,1045.0,6.138,0.16,7.559,7.37,7.385,21.133,21.133,0.37,4.38,0.239,0.018,0.142,0.094,0.315,0.057,0.066,0.118,0.205,0.15,0.378,0.3,0.075,0.3,0.094,0.262,0.063,0.937,1.043,0.937,0.049,0.044,0.108,0.47,3.966,0.102,0.435,0.1,-0.222,1.495,5.599,0.971,0.946,34.026,0.344,0.506,0.594,9.932,0.832,24.226,16.47,1.846,29.142,0.0,0.003,0.314,-0.055,4.081,1.14,02376R10,273530658.0,35.08,-0.15122187273167187,-0.11279716742539203,-0.18285581178662946,-0.2507475437847074,-0.029796088678447574,-0.04613566895479655,0.10024198954039576,0.08591406935836854,0.08437086615102883,1.7595310158568669,1.3499246480385692,-0.26607957534733645,0.03842470530627984,-0.033831409214350794,0.04162276080084304,-0.15122187273167187,-2.1283570101177873,-2.9719683490727062,0.15122187273167187,-0.3468126804023311,0.6666666666666666,6523388854.483333,0.6156763941507033,-0.9497943465721862,-0.9688911956448392,0
