date,ticker,gvkey,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,debt_at,debt_ebitda,short_debt,lt_debt,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,rd_sale,adv_sale,staff_sale,accrual,ptb,divyield,cusip,volume,price,ret_1m,ret_3m,ret_6m,SMA_3,SMA_6,vol_3m,vol_6m,EMA_3,EMA_6,RVOL_3,RVOL_6,vol_ROC,vol_mom
2018-01-31,A,126554.0,42.175,0.224,21.84,33.226,33.683,34.967,34.967,5.304,26.681,0.249,0.153,0.245,0.197,0.588,0.18,0.2,0.135,0.148,0.136,0.148,0.151,0.123,0.151,0.192,0.312,0.728,0.271,0.303,0.272,0.043,0.04,0.746,0.239,1.837,0.104,0.502,0.248,0.802,4.744,0.367,0.426,0.324,0.743,2.12,2.846,3.301,109.364,0.551,6.601,6.708,0.674,0.926,0.076,0.008,0.0,-0.025,4.833,0.812,00846U10,37282741.0,73.43,0.09646110198596403,0.07937674555343244,0.22813179461448407,0.02715428504299659,0.03592347090796533,0.06513007995917296,0.05172111070560599,0.04728833562625446,0.03715739181720768,0.9727779021008945,1.029110762683113,0.041242923636507056,0.09383522842424652
2018-02-28,A,126554.0,39.358,0.224,21.84,31.036,31.463,32.662,32.662,4.95,24.899,0.249,0.153,0.245,0.197,0.588,0.18,0.2,0.135,0.148,0.136,0.148,0.151,0.123,0.151,0.192,0.312,0.728,0.271,0.303,0.272,0.043,0.04,0.746,0.239,1.837,0.104,0.502,0.248,0.802,4.744,0.367,0.426,0.324,0.743,2.12,2.846,3.301,109.364,0.551,6.601,6.708,0.674,0.926,0.076,0.008,0.0,-0.025,4.51,0.869,00846U10,61000649.0,68.59,-0.0659131145308457,-0.009387637203928212,0.05979604449938192,-0.0007455100549181859,0.011195408473335056,0.08579755271377133,0.0598531315188314,-0.009312389452295618,0.00770867571776386,1.3647757745361309,1.5562584307330625,0.6361632048459098,-0.08995662193592363
2018-03-31,A,126554.0,42.198,0.191,20.567,28.59,29.214,113.39,113.39,4.674,21.836,0.898,0.042,0.239,0.194,0.587,0.183,0.088,0.136,0.043,0.137,0.148,0.043,0.043,0.043,0.195,0.325,0.718,0.282,0.324,0.282,0.044,0.038,0.699,0.248,1.875,0.13,0.479,0.248,0.794,5.12,0.391,0.451,0.34,0.821,2.082,2.784,3.239,110.838,0.553,6.524,6.818,0.723,1.007,0.077,0.008,0.0,-0.096,4.771,0.891,00846U10,46861097.0,66.9,-0.024639160227438395,-0.0010452441391667344,0.0420560747663552,0.001969609075893312,0.008427983540496639,0.08439411413268344,0.06128679726945993,-0.01697577483986701,-0.0015335631237224975,0.968574789891951,1.1062363159280617,-0.23179346829572256,-0.023864869440405258
2018-04-30,A,126554.0,41.466,0.191,20.567,28.094,28.707,111.424,111.424,4.593,21.457,0.898,0.042,0.239,0.194,0.587,0.183,0.088,0.136,0.043,0.137,0.148,0.043,0.043,0.043,0.195,0.325,0.718,0.282,0.324,0.282,0.044,0.038,0.699,0.248,1.875,0.13,0.479,0.248,0.794,5.12,0.391,0.451,0.34,0.821,2.082,2.784,3.239,110.838,0.553,6.524,6.818,0.723,1.007,0.077,0.008,0.0,-0.096,4.688,0.907,00846U10,51938274.0,65.74,-0.017339312406577156,-0.10472558899632323,-0.03366161987358529,-0.03596386238828708,-0.004404788672645247,0.026192369546794565,0.05627039342081076,-0.017157543623222082,-0.0060494914902524,0.9750613422952011,1.1341134607517431,0.1083452442438555,-0.016906893229632958
2018-05-31,A,126554.0,38.751,0.191,20.567,26.462,27.039,104.949,104.949,4.292,20.052,0.898,0.042,0.239,0.194,0.587,0.183,0.088,0.136,0.043,0.137,0.148,0.043,0.043,0.043,0.195,0.325,0.718,0.282,0.324,0.282,0.044,0.038,0.699,0.248,1.875,0.13,0.479,0.248,0.794,5.12,0.391,0.451,0.34,0.821,2.082,2.784,3.239,110.838,0.553,6.524,6.818,0.723,1.007,0.077,0.008,0.0,-0.096,4.381,0.963,00846U10,72007998.0,61.92,-0.058107696988135005,-0.09724449628225695,-0.10571923743500855,-0.033362056540716854,-0.01705378329781752,0.021738950881231834,0.058759446442539526,-0.037632620305678544,-0.02092326448964743,1.2647229171945154,1.4170304521049086,0.3864149201415512,-0.07349013604628905
2018-06-30,A,126554.0,41.879,0.218,21.051,25.241,25.66,85.889,85.889,4.192,19.135,0.764,0.05,0.238,0.194,0.583,0.186,0.093,0.134,0.051,0.138,0.148,0.052,0.049,0.052,0.19,0.322,0.72,0.279,0.324,0.279,0.043,0.037,0.715,0.244,1.863,0.138,0.462,0.248,0.798,5.087,0.386,0.456,0.339,0.839,2.13,2.819,3.267,111.219,0.553,6.495,6.959,0.732,1.016,0.077,0.008,0.0,-0.094,4.289,0.964,00846U10,62839571.0,61.84,-0.0012919896640826156,-0.07563527653213753,-0.07660146334179474,-0.02557966635293159,-0.01180502863851914,0.02929050570669613,0.058479131858413684,-0.01946230498488058,-0.015314328825200342,1.0092773090945657,1.1358932641075614,-0.1273251201901211,-0.0013039758515432942
2018-07-31,A,126554.0,44.724,0.218,21.051,26.955,27.402,91.722,91.722,4.477,20.435,0.764,0.05,0.238,0.194,0.583,0.186,0.093,0.134,0.051,0.138,0.148,0.052,0.049,0.052,0.19,0.322,0.72,0.279,0.324,0.279,0.043,0.037,0.715,0.244,1.863,0.138,0.462,0.248,0.798,5.087,0.386,0.456,0.339,0.839,2.13,2.819,3.267,111.219,0.553,6.495,6.959,0.732,1.016,0.077,0.008,0.0,-0.094,4.58,0.902,00846U10,37916558.0,66.04,0.06791720569210868,0.004563431700639109,-0.100640065368378,0.0028391730132970214,-0.01656234468749503,0.06311393588338045,0.048160838001221465,0.024227450353614052,0.008466109608316523,0.6584102612922647,0.6840765910944693,-0.39661335370987816,0.04471738514598176
2018-08-31,A,126554.0,45.57,0.218,21.051,27.567,28.025,93.806,93.806,4.561,20.822,0.764,0.05,0.238,0.194,0.583,0.186,0.093,0.134,0.051,0.138,0.148,0.052,0.049,0.052,0.19,0.322,0.72,0.279,0.324,0.279,0.043,0.037,0.715,0.244,1.863,0.138,0.462,0.248,0.798,5.087,0.386,0.456,0.339,0.839,2.13,2.819,3.267,111.219,0.553,6.495,6.959,0.732,1.016,0.077,0.008,0.0,-0.094,4.667,0.882,00846U10,56251056.0,67.54,0.02271350696547536,0.0907622739018088,-0.015308353987461665,0.029779574331167142,-0.0017912411047748544,0.0351415019809233,0.04334815478777745,0.023470478659544707,0.012536794567504762,1.0748117546340314,1.0295648313405878,0.4835485858183646,0.024412744275454867
2018-09-30,A,126554.0,51.052,0.217,20.871,27.027,27.447,77.516,77.516,4.676,22.419,0.628,0.062,0.239,0.196,0.585,0.193,0.105,0.135,0.064,0.14,0.148,0.064,0.058,0.064,0.187,0.328,0.72,0.28,0.313,0.28,0.043,0.038,0.681,0.236,1.756,0.108,0.458,0.248,0.802,4.991,0.387,0.459,0.332,0.848,2.14,2.87,3.35,113.703,0.562,6.494,7.204,0.747,1.038,0.077,0.008,0.0,-0.083,4.927,0.845,00846U10,35828950.0,70.54,0.04441812259401834,0.1406856403622252,0.054409566517189756,0.045016278417200795,0.009718306032134602,0.022607784885602243,0.04519684159530773,0.033944300626781526,0.021645745432222925,0.8268437771939879,0.6786162843948591,-0.36305284651011704,0.03672684826150374
2018-10-31,A,126554.0,46.891,0.217,20.871,24.824,25.21,71.198,71.198,4.295,20.591,0.628,0.062,0.239,0.196,0.585,0.193,0.105,0.135,0.064,0.14,0.148,0.064,0.058,0.064,0.187,0.328,0.72,0.28,0.313,0.28,0.043,0.038,0.681,0.236,1.756,0.108,0.458,0.248,0.802,4.991,0.387,0.459,0.332,0.848,2.14,2.87,3.35,113.703,0.562,6.494,7.204,0.747,1.038,0.077,0.008,0.0,-0.083,4.525,0.92,00846U10,64685733.0,64.79,-0.08151403459030337,-0.01892792247122954,-0.01445086705202292,-0.004794135010269891,-0.0009774809984864352,0.0673218376797122,0.05851256027487417,-0.023784866981760924,-0.007828477431356017,1.2378801658951768,1.1777821619361202,0.8054040936170332,-0.10090460666142992
