tic,datadate,gvkey,ggroup,gind,gsector,cshtrm,prccm
AAL,2023-01-31,001045,2030,203020,20,676553230.0000,16.1400
AAL,2023-02-28,001045,2030,203020,20,377302590.0000,15.9800
AAL,2023-03-31,001045,2030,203020,20,473931280.0000,14.7500
AAL,2023-04-30,001045,2030,203020,20,579037490.0000,13.6400
AAL,2023-05-31,001045,2030,203020,20,521185120.0000,14.7800
AAL,2023-06-30,001045,2030,203020,20,459295660.0000,17.9400
AAL,2023-07-31,001045,2030,203020,20,490958380.0000,16.7500
AAL,2023-08-31,001045,2030,203020,20,514842500.0000,14.7300
AAL,2023-09-30,001045,2030,203020,20,537572670.0000,12.8100
AAL,2023-10-31,001045,2030,203020,20,954700210.0000,11.1500
AAL,2023-11-30,001045,2030,203020,20,668098060.0000,12.4300
AAL,2023-12-31,001045,2030,203020,20,668846270.0000,13.7400
AAL,2024-01-31,001045,2030,203020,20,937462470.0000,14.2300
AAL,2024-02-29,001045,2030,203020,20,567103030.0000,15.6800
AAL,2024-03-31,001045,2030,203020,20,583974890.0000,15.3500
AAL,2024-04-30,001045,2030,203020,20,762889300.0000,13.5100
AAL,2024-05-31,001045,2030,203020,20,761432520.0000,11.5000
AAL,2024-06-30,001045,2030,203020,20,599697580.0000,11.3300
AAL,2024-07-31,001045,2030,203020,20,853142050.0000,10.6400
AAL,2024-08-31,001045,2030,203020,20,648731810.0000,10.6200
AAL,2024-09-30,001045,2030,203020,20,817633620.0000,11.2400
AAL,2024-10-31,001045,2030,203020,20,791969900.0000,13.4000
AAL,2024-11-30,001045,2030,203020,20,461730562.0000,14.5200
AAL,2024-12-31,001045,2030,203020,20,542032390.0000,17.4300
PNW,2023-01-31,001075,5510,551010,55,18169155.0000,74.5500
PNW,2023-02-28,001075,5510,551010,55,17633313.0000,73.6800
PNW,2023-03-31,001075,5510,551010,55,24521465.0000,79.2400
PNW,2023-04-30,001075,5510,551010,55,13754027.0000,78.4600
PNW,2023-05-31,001075,5510,551010,55,13669991.0000,77.2800
PNW,2023-06-30,001075,5510,551010,55,17479197.0000,81.4600
PNW,2023-07-31,001075,5510,551010,55,15428102.0000,82.8200
PNW,2023-08-31,001075,5510,551010,55,20381209.0000,77.2700
PNW,2023-09-30,001075,5510,551010,55,13743053.0000,73.6800
PNW,2023-10-31,001075,5510,551010,55,17652479.0000,74.1800
PNW,2023-11-30,001075,5510,551010,55,22314627.0000,74.9400
PNW,2023-12-31,001075,5510,551010,55,20108557.0000,71.8400
PNW,2024-01-31,001075,5510,551010,55,27134858.0000,68.9000
PNW,2024-02-29,001075,5510,551010,55,34670748.0000,68.3300
PNW,2024-03-31,001075,5510,551010,55,27410067.0000,74.7300
PNW,2024-04-30,001075,5510,551010,55,20477625.0000,73.6500
PNW,2024-05-31,001075,5510,551010,55,16417645.0000,78.8600
PNW,2024-06-30,001075,5510,551010,55,24310042.0000,76.3800
PNW,2024-07-31,001075,5510,551010,55,19616241.0000,85.5900
PNW,2024-08-31,001075,5510,551010,55,17518152.0000,87.5200
AMD,2023-01-31,001161,4530,453010,45,1076691080.0000,75.1500
AMD,2023-02-28,001161,4530,453010,45,1143427710.0000,78.5800
AMD,2023-03-31,001161,4530,453010,45,1650597390.0000,98.0100
AMD,2023-04-30,001161,4530,453010,45,893315750.0000,89.3700
AMD,2023-05-31,001161,4530,453010,45,1755289690.0000,118.2100
AMD,2023-06-30,001161,4530,453010,45,1539340380.0000,113.9100
AMD,2023-07-31,001161,4530,453010,45,1138805130.0000,114.4000
AMD,2023-08-31,001161,4530,453010,45,1564763590.0000,105.7200
AMD,2023-09-30,001161,4530,453010,45,1043073270.0000,102.8200
AMD,2023-10-31,001161,4530,453010,45,1155013910.0000,98.5000
AMD,2023-11-30,001161,4530,453010,45,1109073200.0000,121.1600
AMD,2023-12-31,001161,4530,453010,45,1276921000.0000,147.4100
AMD,2024-01-31,001161,4530,453010,45,1946209470.0000,167.6900
AMD,2024-02-29,001161,4530,453010,45,1267122450.0000,192.5300
AMD,2024-03-31,001161,4530,453010,45,1522604650.0000,180.4900
AMD,2024-04-30,001161,4530,453010,45,1236579250.0000,158.3800
AMD,2024-05-31,001161,4530,453010,45,1115399110.0000,166.9000
AMD,2024-06-30,001161,4530,453010,45,956204070.0000,162.2100
AMD,2024-07-31,001161,4530,453010,45,1233060290.0000,144.4800
AMD,2024-08-31,001161,4530,453010,45,1094886150.0000,148.5600
AMD,2024-09-30,001161,4530,453010,45,654844630.0000,164.0800
AMD,2024-10-31,001161,4530,453010,45,894336020.0000,144.0700
AMD,2024-11-30,001161,4530,453010,45,608435010.0000,137.1750
AMD,2024-12-31,001161,4530,453010,45,810001270.0000,120.7900
APD,2024-07-31,001209,1510,151010,15,35942513.0000,263.8500
APD,2024-08-31,001209,1510,151010,15,22867919.0000,278.8500
APD,2024-09-30,001209,1510,151010,15,26330591.0000,297.7400
APD,2024-10-31,001209,1510,151010,15,35450588.0000,310.5300
APD,2024-11-30,001209,1510,151010,15,32743088.0000,334.3300
APD,2024-12-31,001209,1510,151010,15,20229076.0000,290.0400
HON,2024-05-31,001300,2010,201050,20,55653379.0000,202.1900
HON,2024-06-30,001300,2010,201050,20,58227799.0000,213.5400
HON,2024-07-31,001300,2010,201050,20,57950404.0000,204.7500
HON,2024-08-31,001300,2010,201050,20,60452305.0000,207.9100
HON,2024-09-30,001300,2010,201050,20,44267021.0000,206.7100
HON,2024-10-31,001300,2010,201050,20,93674823.0000,205.6800
HON,2024-11-30,001300,2010,201050,20,98627224.0000,232.9300
HON,2024-12-31,001300,2010,201050,20,81315012.0000,225.8900
SWKS,2024-06-30,001327,4530,453010,45,54716506.0000,106.5800
SWKS,2024-07-31,001327,4530,453010,45,63452738.0000,113.6200
SWKS,2024-08-31,001327,4530,453010,45,44747893.0000,109.5900
SWKS,2024-09-30,001327,4530,453010,45,42589294.0000,98.7700
SWKS,2024-10-31,001327,4530,453010,45,45707368.0000,87.5800
SWKS,2024-11-30,001327,4530,453010,45,51389610.0000,87.5900
