date,ticker,gvkey,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,debt_at,debt_ebitda,short_debt,lt_debt,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,rd_sale,adv_sale,staff_sale,accrual,ptb,divyield,cusip,volume,price,ret_1m,ret_3m,ret_6m,SMA_3,SMA_6,vol_3m,vol_6m,EMA_3,EMA_6,RVOL_3,RVOL_6,vol_ROC,vol_mom
2016-01-31,A,126554.0,16.106,0.34,16.521,25.439,25.612,28.74,31.375,3.056,25.133,0.304,0.108,0.213,0.15,0.56,0.119,0.171,0.094,0.09,0.087,0.088,0.093,0.061,0.093,0.111,0.303,0.715,0.284,0.284,0.284,0.03,0.03,0.678,0.221,1.927,0.0,0.5,0.148,0.8,5.478,0.388,0.442,0.317,0.794,2.3,3.222,3.777,160.136,0.441,5.082,3.3,0.693,0.969,0.082,0.006,0.0,-0.006,2.895,1.22,00846U10,50734799.0,37.65,-0.09949772781631194,-0.002913135593220373,-0.08058608058608063,0.002594779528702277,-0.010023732372590355,0.10353854816010533,0.09659484188269048,-0.03332904033057419,-0.009257052052443777,0.8243794803554365,0.8933133902869707,-0.14375367051564714,-0.0820238851537579
2016-02-29,A,126554.0,15.978,0.34,16.521,25.236,25.408,28.511,31.125,3.032,24.933,0.304,0.108,0.213,0.15,0.56,0.119,0.171,0.094,0.09,0.087,0.088,0.093,0.061,0.093,0.111,0.303,0.715,0.284,0.284,0.284,0.03,0.03,0.678,0.221,1.927,0.0,0.5,0.148,0.8,5.478,0.388,0.442,0.317,0.794,2.3,3.222,3.777,160.136,0.441,5.082,3.3,0.693,0.969,0.082,0.006,0.0,-0.006,2.872,1.23,00846U10,53438324.0,37.35,-0.007968127490039723,-0.10688665710186507,0.02864224731478937,-0.03590165844820362,0.007533065263888583,0.05521122547410399,0.08263143160154544,-0.020648583910306956,-0.008888787891756903,0.9809655087473789,0.9488681041469029,0.053287389588357215,-0.007816458237030791
2016-03-31,A,126554.0,17.939,0.328,16.358,25.063,25.222,28.262,29.088,3.233,21.238,0.293,0.116,0.223,0.161,0.566,0.126,0.176,0.122,0.112,0.111,0.088,0.112,0.092,0.112,0.154,0.311,0.713,0.286,0.29,0.287,0.041,0.041,0.652,0.228,1.859,0.012,0.511,0.148,0.831,5.45,0.399,0.44,0.32,0.787,2.28,3.234,3.827,114.068,0.549,6.781,6.736,0.699,0.981,0.079,0.006,0.0,-0.02,3.229,1.15,00846U10,37120513.0,39.85,0.06693440428380182,-0.04687873714422386,0.1607923099330033,-0.013510483674183282,0.027777204709150904,0.08335437560741103,0.07919274927407184,0.023142910186747433,0.012774981301259872,0.7881567928508826,0.6791769502750816,-0.3053578364471161,0.052754805411705616
2016-04-30,A,126554.0,18.421,0.328,16.358,25.736,25.899,29.021,29.869,3.32,21.809,0.293,0.116,0.223,0.161,0.566,0.126,0.176,0.122,0.112,0.111,0.088,0.112,0.092,0.112,0.154,0.311,0.713,0.286,0.29,0.287,0.041,0.041,0.652,0.228,1.859,0.012,0.511,0.148,0.831,5.45,0.399,0.44,0.32,0.787,2.28,3.234,3.827,114.068,0.549,6.781,6.736,0.699,0.981,0.079,0.006,0.0,-0.02,3.316,1.12,00846U10,34715404.0,40.92,0.026850690087829365,0.08685258964143427,0.08368644067796627,0.028605655627197153,0.015600217577949715,0.03748209231841396,0.07108463253397883,0.0249968001372884,0.016796612383136872,0.8313457832085368,0.6721207316526462,-0.06479191168505671,0.0223222079807562
2016-05-31,A,126554.0,20.658,0.328,16.358,28.862,29.044,32.546,33.496,3.723,24.458,0.293,0.116,0.223,0.161,0.566,0.126,0.176,0.122,0.112,0.111,0.088,0.112,0.092,0.112,0.154,0.311,0.713,0.286,0.29,0.287,0.041,0.041,0.652,0.228,1.859,0.012,0.511,0.148,0.831,5.45,0.399,0.44,0.32,0.787,2.28,3.234,3.827,114.068,0.549,6.781,6.736,0.699,0.981,0.079,0.006,0.0,-0.02,3.719,1.0,00846U10,53237746.0,45.89,0.12145650048875845,0.2286479250334672,0.09732185557149697,0.07174719828679654,0.01792276991929646,0.04748617777828172,0.07481824313790689,0.07322665031302342,0.046699437556171605,1.2769533902593067,1.107199946648062,0.5335482196894497,0.15509429006815123
2016-06-30,A,126554.0,20.426,0.313,15.917,28.076,28.076,31.461,31.914,3.525,20.989,0.302,0.114,0.225,0.163,0.567,0.129,0.174,0.125,0.113,0.115,0.088,0.113,0.092,0.113,0.162,0.313,0.713,0.286,0.3,0.287,0.042,0.04,0.636,0.234,1.88,0.045,0.502,0.148,0.842,5.504,0.399,0.444,0.325,0.8,2.146,3.033,3.595,115.324,0.552,6.801,7.109,0.709,0.994,0.078,0.006,0.0,-0.03,3.47,1.04,00846U10,52014110.0,44.36,-0.03334059707997383,0.1131744040150564,0.06099019373355641,0.03832219783220466,0.012405857079010688,0.07803353107077013,0.0775942112747625,0.019943026616524792,0.023830856231558624,1.1148487867805656,1.1095913596179399,-0.022984369022685525,-0.0371697242051485
2016-07-31,A,126554.0,22.153,0.313,15.917,30.449,30.449,34.121,34.612,3.823,22.763,0.302,0.114,0.225,0.163,0.567,0.129,0.174,0.125,0.113,0.115,0.088,0.113,0.092,0.113,0.162,0.313,0.713,0.286,0.3,0.287,0.042,0.04,0.636,0.234,1.88,0.045,0.502,0.148,0.842,5.504,0.399,0.444,0.325,0.8,2.146,3.033,3.595,115.324,0.552,6.801,7.109,0.709,0.994,0.078,0.006,0.0,-0.03,3.763,0.956,00846U10,34720042.0,48.11,0.08453561767357987,0.17570869990224813,0.27782204515272246,0.057550507027454824,0.04307808132732599,0.0808497526363786,0.0585489301793533,0.05223932214505233,0.04117507378642184,0.7441502722210711,0.7853846724607743,-0.3324880114261304,0.06290720290417084
2016-08-31,A,126554.0,21.632,0.313,15.917,29.734,29.734,33.319,33.799,3.734,22.228,0.302,0.114,0.225,0.163,0.567,0.129,0.174,0.125,0.113,0.115,0.088,0.113,0.092,0.113,0.162,0.313,0.713,0.286,0.3,0.287,0.042,0.04,0.636,0.234,1.88,0.045,0.502,0.148,0.842,5.504,0.399,0.444,0.325,0.8,2.146,3.033,3.595,115.324,0.552,6.801,7.109,0.709,0.994,0.078,0.006,0.0,-0.03,3.674,0.979,00846U10,45126244.0,46.98,-0.023487840365828405,0.023752451514491124,0.2578313253012048,0.009235726742592543,0.04049146251469454,0.06539743408101704,0.06152243337299954,0.014375740889611962,0.02269995545720748,1.0266822799470434,1.0538013724369646,0.2997174369777549,-0.024114549497820905
2016-09-30,A,126554.0,22.464,0.279,16.326,28.713,28.89,32.701,32.701,3.702,19.19,0.305,0.115,0.226,0.165,0.569,0.13,0.176,0.126,0.115,0.117,0.088,0.116,0.094,0.116,0.166,0.312,0.716,0.283,0.307,0.283,0.042,0.039,0.634,0.238,1.92,0.077,0.493,0.148,0.857,5.523,0.393,0.445,0.328,0.803,2.024,2.831,3.352,114.158,0.547,6.834,7.03,0.707,0.987,0.079,0.006,0.0,-0.043,3.517,0.977,00846U10,38865273.0,47.09,0.002341421881651984,0.06154192966636618,0.1816813048933501,0.02112973306313448,0.02972596544766957,0.05640937288684488,0.06162121373191785,0.008358581385631973,0.01688323157847734,0.982177472709292,0.9014717126878486,-0.13874345491727602,0.0022996918262671805
2016-10-31,A,126554.0,20.784,0.279,16.326,26.567,26.73,30.257,30.257,3.425,17.756,0.305,0.115,0.226,0.165,0.569,0.13,0.176,0.126,0.115,0.117,0.088,0.116,0.094,0.116,0.166,0.312,0.716,0.283,0.307,0.283,0.042,0.039,0.634,0.238,1.92,0.077,0.493,0.148,0.857,5.523,0.393,0.445,0.328,0.803,2.024,2.831,3.352,114.158,0.547,6.834,7.03,0.707,0.987,0.079,0.006,0.0,-0.043,3.254,1.06,00846U10,37259589.0,43.57,-0.07475047780845201,-0.094367075452089,0.06476050830889535,-0.03196563209754281,0.012792437464956008,0.03923894702896604,0.07506325822448708,-0.03319594821141002,-0.009297828246359616,0.9218783290933444,0.8558110525365522,-0.04131410578281547,-0.06891084558098486
