date,ticker,bm,evm,pe_op_basic,pe_op_dil,pe_exi,ps,pcf,dpr,npm,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,debt_at,debt_ebitda,short_debt,lt_debt,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,at_turn,rect_turn,pay_turn,sale_equity,rd_sale,adv_sale,staff_sale,accrual,ptb,divyield,volume,price,SMA_3,SMA_6,ret_1m,ret_3m,ret_6m,vol_3m,vol_6m,EMA_6,EMA_12,RSI,MACD_ratio,vol_SMA_3,vol_SMA_6,vol_ROC,OBV
2022-06-30,CDW,0.046,17.428,20.841,21.149,21.762,0.971,25.953,0.244,0.046,0.07,0.187,0.061,0.056,0.175,0.987,0.266,0.238,1.07,0.202,1.07,0.366,0.137,0.863,0.873,0.863,0.031,0.031,0.034,0.496,3.145,0.012,0.531,0.063,0.853,31.395,5.494,0.922,0.909,11.832,1.962,4.871,5.794,25.176,0.0,0.01,0.0,0.017,19.15,1.27,15140883.0,157.56,163.53333333333333,171.83333333333334,-0.07241257506181564,-0.11923528425289276,-0.23058892469967773,0.07031286172659106,0.06243291294449312,170.13378722184308,171.94355771530672,17.851307189542467,0.07821046966037132,17885739.333333332,18472229.333333332,-0.2568962898269195,654038409.0
2022-07-31,CDW,0.046,17.428,24.012,24.366,25.073,1.119,29.911,0.244,0.046,0.07,0.187,0.061,0.056,0.175,0.987,0.266,0.238,1.07,0.202,1.07,0.366,0.137,0.863,0.873,0.863,0.031,0.031,0.034,0.496,3.145,0.012,0.531,0.063,0.853,31.395,5.494,0.922,0.909,11.832,1.962,4.871,5.794,25.176,0.0,0.01,0.0,0.017,22.07,1.1,11143860.0,181.53,169.65,170.58,0.15213252094440222,0.11245250643461202,-0.03977783655117695,0.11227426801873716,0.0967626420333005,173.3898480156022,173.4183949898749,45.39666993143975,0.06706753130003153,15553312.666666666,17301336.166666668,-0.2639887647239596,665182269.0
2022-08-31,CDW,0.062,16.441,21.526,21.829,23.224,1.007,19.225,0.255,0.044,0.071,0.192,0.059,0.055,0.167,1.014,0.253,0.238,1.161,0.186,1.161,0.357,0.126,0.874,0.886,0.874,0.032,0.031,0.031,0.503,3.33,0.014,0.535,0.063,0.896,33.661,5.795,0.928,0.916,12.941,1.858,4.723,5.442,25.897,0.0,0.01,0.0,-0.016,17.475,1.17,21066388.0,170.7,169.93,170.28666666666666,-0.059659560403239165,0.004945249028611709,-0.01020526498898311,0.1261209903524452,0.09241972490720951,172.62132001114443,173.000180376048,48.84088514225499,0.06476908141395815,15783710.333333334,17232002.833333332,0.8904031457681629,644115881.0
2022-09-30,CDW,0.062,16.441,19.682,19.959,21.235,0.921,17.586,0.255,0.044,0.071,0.192,0.059,0.055,0.167,1.014,0.253,0.238,1.161,0.186,1.161,0.357,0.126,0.874,0.886,0.874,0.032,0.031,0.031,0.503,3.33,0.014,0.535,0.063,0.896,33.661,5.795,0.928,0.916,12.941,1.858,4.723,5.442,25.897,0.0,0.01,0.0,-0.016,15.985,1.28,13266895.0,156.08,169.4366666666667,166.48499999999999,-0.08564733450497941,-0.009393247017009276,-0.12750852479177133,0.13042910576366631,0.09650118209137112,167.89522857938888,170.39707570280987,36.44037569849009,0.05694102490383195,15159047.666666666,16522393.5,-0.3702339955003202,630848986.0
2022-10-31,CDW,0.062,16.441,21.792,22.098,23.512,1.02,19.484,0.255,0.044,0.071,0.192,0.059,0.055,0.167,1.014,0.253,0.238,1.161,0.186,1.161,0.357,0.126,0.874,0.886,0.874,0.032,0.031,0.031,0.503,3.33,0.014,0.535,0.063,0.896,33.661,5.795,0.928,0.916,12.941,1.858,4.723,5.442,25.897,0.0,0.01,0.0,-0.016,17.71,1.16,13733655.0,172.81,166.53,168.09,0.10718862121988715,-0.048036137277584934,0.05901458512072555,0.10464175866102211,0.10130388004880256,169.29944898527776,170.76829482545452,55.65605544461412,0.04873280800617622,16022312.666666666,15787812.666666666,0.035182309048198634,644582641.0
2022-11-30,CDW,0.073,15.313,22.977,23.289,24.788,1.071,20.565,0.259,0.044,0.072,0.199,0.058,0.055,0.16,0.986,0.241,0.238,1.177,0.176,1.177,0.353,0.132,0.868,0.881,0.868,0.033,0.033,0.032,0.501,3.408,0.014,0.534,0.063,0.895,35.528,5.43,0.925,0.912,12.357,1.772,4.592,5.172,23.664,0.0,0.01,0.0,-0.016,16.646,1.25,13414508.0,188.64,172.51,171.22,0.09160349516810351,0.10509666080843583,0.1105616389968207,0.10711867141490707,0.10602447398784098,174.82532070376982,173.51778792923074,59.959694526941014,0.04889399703954036,13471686.0,14627698.166666666,-0.023238314927817805,657997149.0
2022-12-31,CDW,0.073,15.313,21.752,22.047,23.466,1.015,19.484,0.259,0.044,0.072,0.199,0.058,0.055,0.16,0.986,0.241,0.238,1.177,0.176,1.177,0.353,0.132,0.868,0.881,0.868,0.033,0.033,0.032,0.501,3.408,0.014,0.534,0.063,0.895,35.528,5.43,0.925,0.912,12.357,1.772,4.592,5.172,23.664,0.0,0.01,0.0,-0.016,15.771,1.32,11511799.0,178.58,180.01,174.72333333333336,-0.05332909245122974,0.14415684264479744,0.13340949479563347,0.08851957176267895,0.1028574940846048,175.89808621697844,174.29658978627216,61.41894828335508,0.05008385411602069,12886654.0,14022850.833333334,-0.1418396410811339,646485350.0
2022-01-31,CE,0.271,9.887,9.762,9.812,6.284,2.159,11.715,0.106,0.361,0.214,0.347,0.415,0.409,0.191,0.751,0.228,0.11,0.849,0.392,0.849,0.245,0.489,0.463,0.521,0.487,0.027,0.024,0.179,0.354,1.929,0.11,0.496,0.191,0.731,1.705,0.83,0.635,0.569,1.91,0.706,5.004,5.649,2.125,0.011,0.0,0.0,0.128,3.804,1.75,14539077.0,155.71,158.37666666666667,157.64666666666668,-0.07348565988337497,-0.035911089096650306,-0.0003851832830454871,0.10319313312317184,0.07687068987166289,157.223315180586,150.85544607066228,49.950706539599075,0.09223423702171765,14715279.333333334,14187657.333333334,0.00709262647105291,664534334.0
2022-02-28,CE,0.261,9.514,7.746,7.807,8.164,1.762,8.564,0.159,0.224,0.233,0.359,0.263,0.269,0.205,0.436,0.25,0.147,0.496,0.258,0.496,0.256,0.529,0.427,0.531,0.446,0.03,0.025,0.073,0.351,1.789,0.197,0.454,0.236,0.734,1.679,0.712,0.621,0.561,1.776,0.746,5.869,6.146,2.038,0.01,0.0,0.0,0.014,3.172,1.95,20481729.0,139.28,154.35,154.42666666666665,-0.10551666559630091,-0.07980972515856244,-0.12181588902900375,0.1164805763328316,0.08761569670463833,152.09665370041859,149.0746082136373,37.026591458501215,0.08884663352477858,16485829.666666666,15577092.5,0.40873653808972876,644052605.0
2022-03-31,CE,0.261,9.514,7.946,8.008,8.375,1.808,8.784,0.159,0.224,0.233,0.359,0.263,0.269,0.205,0.436,0.25,0.147,0.496,0.258,0.496,0.256,0.529,0.427,0.531,0.446,0.03,0.025,0.073,0.351,1.789,0.197,0.454,0.236,0.734,1.679,0.712,0.621,0.561,1.776,0.746,5.869,6.146,2.038,0.01,0.0,0.0,0.014,3.253,1.9,26059164.0,142.87,145.95333333333335,153.13166666666666,0.025775416427340714,-0.14988694513864098,-0.05157992565055747,0.06845479944148793,0.08756714788862745,149.46046692887043,148.12005310384694,44.45712655157655,0.07673388820093217,20359990.0,17294218.5,0.27231270367848337,670111769.0
2022-04-30,CE,0.261,9.514,8.172,8.237,8.613,1.859,9.035,0.159,0.224,0.233,0.359,0.263,0.269,0.205,0.436,0.25,0.147,0.496,0.258,0.496,0.256,0.529,0.427,0.531,0.446,0.03,0.025,0.073,0.351,1.789,0.197,0.454,0.236,0.734,1.679,0.712,0.621,0.561,1.776,0.746,5.869,6.146,2.038,0.01,0.0,0.0,0.014,3.346,1.85,17054372.0,146.94,143.03,150.70333333333335,0.02848743613074811,-0.05632265108213996,-0.09021113243761991,0.0765964154216194,0.08141005369330392,148.74033352062173,147.93850647248587,38.489492810870594,0.06844129182045178,21198421.666666668,17956850.5,-0.3455518373498091,687166141.0
2022-05-31,CE,0.334,8.184,7.791,7.838,8.273,1.827,8.663,0.143,0.225,0.233,0.356,0.265,0.269,0.224,0.475,0.275,0.147,0.541,0.265,0.541,0.28,0.518,0.438,0.514,0.459,0.025,0.021,0.123,0.347,1.61,0.147,0.478,0.236,0.738,1.705,0.748,0.62,0.557,1.774,0.786,5.222,5.947,2.247,0.01,0.0,0.0,0.012,3.279,1.74,22324528.0,156.52,148.77666666666667,151.56333333333333,0.06519667891656478,0.12377943710511197,0.03409090909090917,0.022018777944533902,0.08246677895131911,150.96309537187267,149.2587362459496,54.113520408163254,0.06386648075525114,21812688.0,19149258.833333332,0.3090208188258119,709490669.0
2022-06-30,CE,0.334,8.184,5.854,5.889,6.216,1.373,6.509,0.143,0.225,0.233,0.356,0.265,0.269,0.224,0.475,0.275,0.147,0.541,0.265,0.541,0.28,0.518,0.438,0.514,0.459,0.025,0.021,0.123,0.347,1.61,0.147,0.478,0.236,0.738,1.705,0.748,0.62,0.557,1.774,0.786,5.222,5.947,2.247,0.01,0.0,0.0,0.012,2.464,2.31,22764561.0,117.61,140.35666666666665,143.155,-0.248594428826987,-0.1768040876321132,-0.30019040818755205,0.17155503863837696,0.11682024996220304,141.43363955133762,144.3896999004189,20.299069822206533,0.057233426975492586,20714487.0,20537238.5,0.019710741476818727,686726108.0
2022-07-31,CE,0.334,8.184,5.849,5.884,6.211,1.372,6.504,0.143,0.225,0.233,0.356,0.265,0.269,0.224,0.475,0.275,0.147,0.541,0.265,0.541,0.28,0.518,0.438,0.514,0.459,0.025,0.021,0.123,0.347,1.61,0.147,0.478,0.236,0.738,1.705,0.748,0.62,0.557,1.774,0.786,5.222,5.947,2.247,0.01,0.0,0.0,0.012,2.462,2.31,25456663.0,117.51,130.54666666666665,136.78833333333333,-0.0008502678343678127,-0.20028583095140873,-0.24532785306017602,0.16543086561057405,0.11782756388197063,134.59831396524115,140.2543614542006,23.720418271876724,0.034791631734300166,23515250.666666668,22356836.166666668,0.11825846323151157,661269445.0
2022-08-31,CE,0.429,8.082,5.576,5.616,6.115,1.256,5.932,0.149,0.208,0.216,0.341,0.246,0.251,0.208,0.426,0.251,0.147,0.482,0.244,0.482,0.268,0.535,0.423,0.505,0.441,0.024,0.02,0.112,0.341,1.691,0.164,0.468,0.236,0.74,1.702,0.7,0.61,0.547,1.689,0.786,5.355,5.975,2.174,0.01,0.0,0.0,-0.003,2.196,2.45,20789630.0,110.86,115.32666666666667,132.05166666666668,-0.05659092843162283,-0.29171990799897785,-0.20404939689833435,0.12996764643160746,0.1139536626113464,127.81593854660082,135.7321519997082,27.408585055643883,0.012995430928748022,23003618.0,22408153.0,-0.18333247370246442,640479815.0
2022-09-30,CE,0.429,8.082,4.544,4.576,4.983,1.023,4.834,0.149,0.208,0.216,0.341,0.246,0.251,0.208,0.426,0.251,0.147,0.482,0.244,0.482,0.268,0.535,0.423,0.505,0.441,0.024,0.02,0.112,0.341,1.691,0.164,0.468,0.236,0.74,1.702,0.7,0.61,0.547,1.689,0.786,5.355,5.975,2.174,0.01,0.0,0.0,-0.003,1.79,3.01,26142530.0,90.34,106.23666666666666,123.29666666666668,-0.18509832220819045,-0.23186803843210613,-0.36767690907818296,0.09448855048770324,0.12489855710151056,117.10852753328629,128.7487439997531,17.098835024426904,-0.025316243647597464,24129607.666666668,22422047.333333332,0.25747932983896304,614337285.0
2022-10-31,CE,0.429,8.082,4.835,4.869,5.302,1.089,5.143,0.149,0.208,0.216,0.341,0.246,0.251,0.208,0.426,0.251,0.147,0.482,0.244,0.482,0.268,0.535,0.423,0.505,0.441,0.024,0.02,0.112,0.341,1.691,0.164,0.468,0.236,0.74,1.702,0.7,0.61,0.547,1.689,0.786,5.355,5.975,2.174,0.01,0.0,0.0,-0.003,1.904,2.91,20529985.0,96.12,99.10666666666667,114.82666666666667,0.06398051804294891,-0.18202706152667858,-0.3458554512045733,0.12456048906794182,0.13097518887844745,111.11180538091878,123.7289372305603,18.83738042678442,-0.04911069151477233,22487381.666666668,23001316.166666668,-0.2146902002216312,634867270.0
2022-11-30,CE,0.571,8.946,6.124,6.174,7.05,1.212,6.248,0.177,0.173,0.195,0.322,0.213,0.218,0.187,0.335,0.219,0.147,0.378,0.212,0.378,0.212,0.448,0.518,0.605,0.536,0.036,0.031,0.302,0.43,2.767,0.143,0.56,0.236,0.698,2.179,1.027,0.658,0.616,2.064,0.657,5.471,6.007,2.062,0.01,0.0,0.0,-0.014,2.081,2.61,26497289.0,107.3,97.92,106.62333333333333,0.11631294215563881,-0.03211257441818516,-0.3144646051622797,0.161052631956019,0.1419735239607464,110.0227181292277,121.20140842585872,20.399326437334608,-0.0529489472147389,24389934.666666668,23696776.333333332,0.2906628524083188,661364559.0
2022-12-31,CE,0.571,8.946,5.836,5.883,6.717,1.155,5.954,0.177,0.173,0.195,0.322,0.213,0.218,0.187,0.335,0.219,0.147,0.378,0.212,0.378,0.212,0.448,0.518,0.605,0.536,0.036,0.031,0.302,0.43,2.767,0.143,0.56,0.236,0.698,2.179,1.027,0.658,0.616,2.064,0.657,5.471,6.007,2.062,0.01,0.0,0.0,-0.014,1.983,2.74,20669051.0,102.24,101.88666666666667,104.06166666666667,-0.04715750232991611,0.1317245959707769,-0.13068616614233486,0.08347946694269091,0.10518158178709577,107.79908437801978,118.2842686680343,34.40860215053763,-0.06624772050986744,22565441.666666668,23347524.666666668,-0.2199560113489346,640695508.0
2022-01-31,CERN,0.202,14.476,36.335,36.774,53.333,4.679,15.114,0.493,0.092,0.168,0.898,0.116,0.217,0.22,0.111,0.161,0.213,0.121,0.0,0.121,0.668,0.727,0.273,0.304,0.273,0.023,0.022,0.299,0.227,1.04,0.101,0.446,0.473,0.834,1.874,0.344,0.457,0.328,0.842,0.744,4.755,2.041,1.37,0.101,0.0,0.0,-0.164,6.314,1.18,109628328.0,91.2,84.84,79.28000000000002,-0.01798212555184664,0.2276214833759591,0.13446946137579308,0.20454381707525837,0.14856487223626963,82.56917699068052,79.09530614228268,63.00216502285301,0.043247115636759134,107850940.66666667,75979666.0,-0.345584280344867,840512739.0
2022-02-28,CERN,0.15,17.02,35.456,35.728,50.679,4.745,15.44,0.503,0.096,0.172,0.895,0.121,0.221,0.229,0.124,0.172,0.206,0.136,0.095,0.136,0.694,0.687,0.313,0.36,0.313,0.028,0.026,0.224,0.26,1.128,0.131,0.447,0.472,0.836,2.158,0.412,0.505,0.381,1.02,0.771,4.948,2.164,1.566,0.1,0.0,0.0,-0.163,6.712,1.16,81073214.0,93.25,92.44,82.09666666666668,0.02247807017543857,0.32363378282469824,0.22134905042567143,0.1835562224277467,0.14366823386301014,85.62084070762894,81.27295135116228,71.34916624557857,0.051272150362873754,119407489.66666667,83555012.83333333,-0.26047203784773587,921585953.0
2022-03-31,CERN,0.15,17.02,35.574,35.847,50.848,4.771,15.524,0.503,0.096,0.172,0.895,0.121,0.221,0.229,0.124,0.172,0.206,0.136,0.095,0.136,0.694,0.687,0.313,0.36,0.313,0.028,0.026,0.224,0.26,1.128,0.131,0.447,0.472,0.836,2.158,0.412,0.505,0.381,1.02,0.771,4.948,2.164,1.566,0.1,0.0,0.0,-0.163,6.748,1.15,66540027.0,93.56,92.67,85.93666666666667,0.0033243967828417986,0.0074297404974694725,0.326715825297788,0.02023964153470112,0.13396557166830161,87.88917193402067,83.16326652790654,83.82266588373457,0.05779322162362402,85747189.66666667,86997615.16666667,-0.17926003278962144,988125980.0
2022-01-31,CF,0.343,7.322,25.507,25.602,49.906,2.896,8.777,0.87,0.059,0.21,0.426,0.113,0.275,0.162,0.071,0.151,0.067,0.099,0.066,0.099,0.182,0.318,0.401,0.416,0.557,0.049,0.047,0.121,0.332,2.042,0.038,0.612,0.192,0.712,0.811,0.908,0.522,0.59,2.057,0.427,15.42,7.538,1.681,0.0,0.0,0.0,-0.116,3.604,1.74,72577759.0,68.87,66.74666666666667,59.71333333333333,-0.026985024018084114,0.21250000000000013,0.45756613756613773,0.09760789777430494,0.10853414883692034,61.72990915112901,55.38136854104683,87.14776632302407,0.09151651929406943,64083025.666666664,61054925.0,0.2009392005177999,552376363.0
2022-02-28,CF,0.288,6.198,13.879,13.974,19.149,2.574,5.858,0.284,0.14,0.32,0.482,0.236,0.329,0.243,0.22,0.297,0.183,0.299,0.135,0.299,0.255,0.332,0.375,0.385,0.531,0.049,0.047,0.257,0.3,1.251,0.024,0.572,0.453,0.821,0.866,0.856,0.512,0.544,1.977,0.536,17.16,35.949,2.039,0.0,0.0,0.0,-0.16,3.974,1.48,82280476.0,81.19,73.61333333333334,65.675,0.17888775954697245,0.33999009737580455,0.7875385292822543,0.11589325994470714,0.10134113896898604,67.28993510794929,59.351927227039624,95.17554938115687,0.09723711125638672,71764133.66666667,66984274.833333336,0.13368719472311064,634656839.0
2022-03-31,CF,0.288,6.198,17.617,17.738,24.307,3.268,7.436,0.284,0.14,0.32,0.482,0.236,0.329,0.243,0.22,0.297,0.183,0.299,0.135,0.299,0.255,0.332,0.375,0.385,0.531,0.049,0.047,0.257,0.3,1.251,0.024,0.572,0.453,0.821,0.866,0.856,0.512,0.544,1.977,0.536,17.16,35.949,2.039,0.0,0.0,0.0,-0.16,5.045,1.16,130985786.0,103.06,84.37333333333333,73.54833333333333,0.2693681487867965,0.4560610341904492,0.8462916517377284,0.15187467798667312,0.11196478788651622,77.5099536485352,66.07624611518737,96.25930278104192,0.10476007899271887,95281340.33333333,78739809.66666667,0.591942491922385,765642625.0
2022-04-30,CF,0.288,6.198,16.552,16.666,22.837,3.07,6.987,0.284,0.14,0.32,0.482,0.236,0.329,0.243,0.22,0.297,0.183,0.299,0.135,0.299,0.255,0.332,0.375,0.385,0.531,0.049,0.047,0.257,0.3,1.251,0.024,0.572,0.453,0.821,0.866,0.856,0.512,0.544,1.977,0.536,17.16,35.949,2.039,0.0,0.0,0.0,-0.16,4.74,1.24,67168958.0,96.83,93.69333333333333,80.22000000000001,-0.060450223170968376,0.4059822854653694,0.7047535211267606,0.1704159271162537,0.12847640202667412,83.02996689181086,70.80759286669701,85.54430829337596,0.1285770778286019,93478406.66666667,78780716.16666667,-0.4872042222963032,698473667.0
2022-05-31,CF,0.234,4.147,9.037,9.086,12.728,2.465,5.59,0.157,0.197,0.431,0.56,0.335,0.362,0.372,0.389,0.518,0.183,0.531,0.217,0.531,0.375,0.347,0.369,0.391,0.515,0.051,0.048,0.226,0.302,0.842,0.056,0.557,0.453,0.863,0.864,0.802,0.512,0.558,1.909,0.67,17.031,8.321,2.496,0.0,0.0,0.0,-0.164,4.096,1.62,68734084.0,98.77,99.55333333333333,86.58333333333333,0.02003511308478778,0.21652912920310374,0.6301369863013697,0.17196172564723602,0.1322030680797311,87.52711920843632,75.10950165643592,85.0532500918105,0.1392984390259199,88962942.66666667,80363538.16666667,0.023301329164582274,767207751.0
2022-06-30,CF,0.234,4.147,7.844,7.887,11.048,2.14,4.852,0.157,0.197,0.431,0.56,0.335,0.362,0.372,0.389,0.518,0.183,0.531,0.217,0.531,0.375,0.347,0.369,0.391,0.515,0.051,0.048,0.226,0.302,0.842,0.056,0.557,0.453,0.863,0.864,0.802,0.512,0.558,1.909,0.67,17.031,8.321,2.496,0.0,0.0,0.0,-0.164,3.555,1.87,86770625.0,85.73,93.77666666666666,89.075,-0.13202389389490732,-0.1681544731224529,0.21121785815202032,0.07607301459426084,0.15261363938800251,87.01365657745451,76.74342447852271,63.04309893561334,0.15848101493231026,74224555.66666667,84752948.0,0.2624104367201576,680437126.0
2022-07-31,CF,0.234,4.147,8.737,8.785,12.305,2.383,5.404,0.157,0.197,0.431,0.56,0.335,0.362,0.372,0.389,0.518,0.183,0.531,0.217,0.531,0.375,0.347,0.369,0.391,0.515,0.051,0.048,0.226,0.302,0.842,0.056,0.557,0.453,0.863,0.864,0.802,0.512,0.558,1.909,0.67,17.031,8.321,2.496,0.0,0.0,0.0,-0.164,3.96,1.68,49778930.0,95.49,93.33,93.51166666666667,0.11384579493759461,-0.013838686357533825,0.38652533759256547,0.12407947017935093,0.15079832164102525,89.43546898389607,79.62751302028845,70.42664211172499,0.1474041008127259,68427879.66666667,80953143.16666667,-0.42631587590846554,730216056.0
2022-08-31,CF,0.321,3.371,6.446,6.478,8.487,2.029,4.636,0.108,0.253,0.499,0.605,0.403,0.397,0.475,0.578,0.712,0.183,0.767,0.311,0.767,0.479,0.374,0.342,0.364,0.478,0.055,0.052,0.29,0.279,0.605,0.06,0.531,0.453,0.896,0.883,0.711,0.495,0.527,1.726,0.791,17.776,8.108,2.758,0.0,0.0,0.0,-0.148,3.672,1.55,53762372.0,103.46,94.89333333333333,97.22333333333331,0.0834642370928893,0.04748405386250876,0.27429486389949487,0.13404606020585866,0.1410977238739192,93.44247784564004,83.2940494787056,68.31113303732938,0.14434705489436603,63437309.0,76200125.83333333,0.08002265215423465,783978428.0
2022-09-30,CF,0.321,3.371,5.997,6.027,7.896,1.888,4.313,0.108,0.253,0.499,0.605,0.403,0.397,0.475,0.578,0.712,0.183,0.767,0.311,0.767,0.479,0.374,0.342,0.364,0.478,0.055,0.052,0.29,0.279,0.605,0.06,0.531,0.453,0.896,0.883,0.711,0.495,0.527,1.726,0.791,17.776,8.108,2.758,0.0,0.0,0.0,-0.148,3.416,1.66,59781791.0,96.25,98.39999999999999,96.08833333333332,-0.06968876860622453,0.1227108363466698,-0.06607801280807302,0.0983732841671321,0.0958486729386137,94.24462703260004,85.28727263582782,42.621885157096415,0.1544045335965325,54441031.0,64332793.333333336,0.11196341932234688,724196637.0
2022-10-31,CF,0.321,3.371,6.621,6.654,8.717,2.084,4.761,0.108,0.253,0.499,0.605,0.403,0.397,0.475,0.578,0.712,0.183,0.767,0.311,0.767,0.479,0.374,0.342,0.364,0.478,0.055,0.052,0.29,0.279,0.605,0.06,0.531,0.453,0.896,0.883,0.711,0.495,0.527,1.726,0.791,17.776,8.108,2.758,0.0,0.0,0.0,-0.148,3.772,1.51,51531093.0,106.26,101.99,97.66000000000001,0.10400000000000009,0.11278667923342778,0.09738717339667469,0.09490815652759277,0.10104064614574304,97.67759073757145,88.51384607646969,59.44322050871221,0.14524399869490023,55025085.333333336,61726482.5,-0.13801356336078996,775727730.0
2022-11-30,CF,0.287,3.385,6.075,6.106,7.067,1.909,4.469,0.092,0.287,0.496,0.597,0.443,0.421,0.498,0.673,0.758,0.183,0.866,0.364,0.866,0.503,0.402,0.322,0.343,0.445,0.056,0.052,0.346,0.262,0.542,0.062,0.511,0.453,0.905,0.906,0.64,0.482,0.498,1.568,0.841,16.968,8.082,2.738,0.0,0.0,0.0,-0.121,3.892,1.48,59656285.0,108.19,103.56666666666666,99.23,0.018162996423865874,0.04571815194277984,0.09537308899463404,0.08684633185669381,0.10104317961645626,100.68113624112247,91.54094668008975,59.43509615384616,0.1465939862257699,56989723.0,60213516.0,0.1576755222327615,835384015.0
2022-12-31,CF,0.287,3.385,4.784,4.808,5.565,1.503,3.519,0.092,0.287,0.496,0.597,0.443,0.421,0.498,0.673,0.758,0.183,0.866,0.364,0.866,0.503,0.402,0.322,0.343,0.445,0.056,0.052,0.346,0.262,0.542,0.062,0.511,0.453,0.905,0.906,0.64,0.482,0.498,1.568,0.841,16.968,8.082,2.738,0.0,0.0,0.0,-0.121,3.065,1.88,48315505.0,85.2,99.88333333333333,99.14166666666667,-0.2124965338755892,-0.1148051948051948,-0.006182199930012899,0.16367746029725472,0.12716336786343385,96.25795445794462,90.5654164216144,49.55737431100718,0.166424387335027,53167627.666666664,53804329.333333336,-0.1901020152361147,787068510.0
2022-01-31,CFG,1.069,6.34,10.014,10.053,10.335,3.126,10.774,0.42,0.32,0.637,0.983,0.408,0.407,0.024,0.108,0.152,0.186,0.103,0.0,0.099,0.037,0.689,0.246,0.261,0.246,0.024249999999999997,0.01025,0.085,0.043,1.777,0.055,0.046,0.001,0.913,172.653,0.358,0.876,0.873,7.077,0.038,0.058,-0.002,0.305,0.0,0.013,0.271,0.001,1.025,3.03,120947618.0,51.47,48.663333333333334,47.35666666666666,0.08931216931216923,0.08632334318277746,0.22082542694497165,0.05236535274228177,0.03935207983606777,47.74969065554476,44.97435256781027,98.64158829676069,0.08292849396887379,97899962.66666667,95006312.5,0.42722687059849074,1013092626.0
2022-02-28,CFG,1.073,6.467,9.78,9.816,10.159,3.168,9.727,0.304,0.332,0.659,1.01,0.426,0.421,0.025,0.109,0.155,0.221,0.105,0.0,0.101,0.037,0.733,0.199,0.267,0.199,0.024249999999999997,0.01025,0.057,0.041,1.696,0.257,0.035,0.014,0.945,107.555,0.271,0.876,0.874,7.045,0.038,0.057,-0.004,0.298,0.0,0.0,0.306,0.0,1.034,2.98,81248931.0,52.42,50.379999999999995,48.794999999999995,0.018457353798329246,0.10894859318806849,0.197076958209637,0.047309786276516726,0.03977985180690126,49.08406475396055,46.119836788147154,98.53768278965127,0.08672475779612296,95646547.0,93360074.0,-0.32823041624515503,1094341557.0
2022-03-31,CFG,1.073,6.467,8.457,8.489,8.785,2.739,8.411,0.304,0.332,0.659,1.01,0.426,0.421,0.025,0.109,0.155,0.221,0.105,0.0,0.101,0.037,0.733,0.199,0.267,0.199,0.024249999999999997,0.01025,0.057,0.041,1.696,0.257,0.035,0.014,0.945,107.555,0.271,0.876,0.874,7.045,0.038,0.057,-0.004,0.298,0.0,0.0,0.306,0.0,0.894,3.44,128459473.0,45.33,49.73999999999999,48.52,-0.13525371995421598,-0.04063492063492069,-0.03512132822477643,0.11480224859707175,0.0729525599675679,48.01147482425753,45.998323436124515,43.54964816262707,0.09147045792868932,110218674.0,98449574.83333333,0.5810604695832859,965882084.0
2022-04-30,CFG,1.073,6.467,7.351,7.378,7.636,2.798,8.593,0.304,0.332,0.659,1.01,0.426,0.421,0.025,0.109,0.155,0.221,0.105,0.0,0.101,0.037,0.733,0.199,0.267,0.199,0.024249999999999997,0.01025,0.057,0.041,1.696,0.257,0.035,0.014,0.945,107.555,0.271,0.876,0.874,7.045,0.038,0.057,-0.004,0.298,0.0,0.0,0.306,0.0,0.913,3.96,186884845.0,39.4,45.71666666666666,47.19,-0.13081844253253916,-0.23450553720613954,-0.16842549598986922,0.08749288471087488,0.08877750803538245,45.55105344589823,44.98319675364382,28.220524017467255,0.08408264983357526,132197749.66666667,115048856.16666667,0.4548155977566559,778997239.0
2022-05-31,CFG,1.046,6.5,8.293,8.326,8.767,2.955,4.537,0.445,0.307,0.634,0.995,0.394,0.384,0.024,0.101,0.153,0.221,0.095,0.0,0.092,0.037,0.714,0.217,0.235,0.217,0.024249999999999997,0.01025,0.071,0.037,1.573,0.076,0.039,0.014,0.963,174.091,0.305,0.878,0.875,7.17,0.037,0.056,-0.016,0.301,0.0,0.0,0.306,-0.013,1.022,3.77,126513932.0,41.38,42.03666666666666,46.208333333333336,0.05025380710659899,-0.21060663868752383,-0.12460334250052885,0.10584570048849781,0.09411585262654941,44.35932388992731,44.42885879154477,35.413571074789516,0.06718282102347248,147286083.33333334,121466315.16666667,-0.3230380344644853,905511171.0
