date,ticker,bm,evm,pe_op_basic,pe_op_dil,pe_exi,ps,pcf,dpr,npm,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,debt_at,debt_ebitda,short_debt,lt_debt,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,at_turn,rect_turn,pay_turn,sale_equity,rd_sale,adv_sale,staff_sale,accrual,ptb,divyield,volume,price,SMA_3,SMA_6,ret_1m,ret_3m,ret_6m,vol_3m,vol_6m,EMA_6,EMA_12,RSI,MACD_ratio,vol_SMA_3,vol_SMA_6,vol_ROC,OBV
2022-02-28,ILMN,0.18,110.211,145.804,147.117,64.802,11.329,94.085,0.0,0.168,0.069,0.752,0.195,0.224,0.05,0.098,0.032,0.138,0.099,0.135,0.099,0.224,0.813,0.187,0.192,0.187,0.032,0.027,0.299,0.167,4.496,0.028,0.551,0.122,0.618,2.64,0.23,0.294,0.211,0.417,0.397,7.77,4.504,0.421,0.262,0.011,0.0,0.019,4.774,0.0,18605175.0,326.6,351.9533333333334,373.6433333333334,-0.06370047589014383,-0.10601374100128635,-0.28558929040160996,0.06696813539939982,0.06896424041577834,369.3458735673653,383.16765620562364,13.668744434550305,0.03886935415192108,21909488.666666668,19665085.166666668,-0.24154672951544198,552095090.0
2022-03-31,ILMN,0.18,110.211,155.982,157.387,69.325,12.127,100.709,0.0,0.168,0.069,0.752,0.195,0.224,0.05,0.098,0.032,0.138,0.099,0.135,0.099,0.224,0.813,0.187,0.192,0.187,0.032,0.027,0.299,0.167,4.496,0.028,0.551,0.122,0.618,2.64,0.23,0.294,0.211,0.417,0.397,7.77,4.504,0.421,0.262,0.011,0.0,0.019,5.11,0.0,17714264.0,349.4,341.6066666666666,364.27500000000003,0.06981016533986506,-0.08158973819787618,-0.13858139592219132,0.08325450548285812,0.07685957415925462,363.64705254811804,377.9726321739892,31.378784867156938,0.02593206769356486,20283285.333333332,19763674.0,-0.047885117984646786,569809354.0
2022-04-30,ILMN,0.18,110.211,132.433,133.626,58.859,10.297,85.511,0.0,0.168,0.069,0.752,0.195,0.224,0.05,0.098,0.032,0.138,0.099,0.135,0.099,0.224,0.813,0.187,0.192,0.187,0.032,0.027,0.299,0.167,4.496,0.028,0.551,0.122,0.618,2.64,0.23,0.294,0.211,0.417,0.397,7.77,4.504,0.421,0.262,0.011,0.0,0.019,4.339,0.0,15368911.0,296.65,324.21666666666664,344.53999999999996,-0.1509730967372639,-0.14956137836133254,-0.2852840553173036,0.11119566124973233,0.08837197131974794,344.50503753437005,365.46145799337546,19.518097101374636,0.006412366833929129,17229450.0,19490448.833333332,-0.1323991219731172,554440443.0
2022-05-31,ILMN,0.199,149.626,252.084,260.304,52.061,8.08,86.488,0.0,0.151,0.029,0.751,0.184,0.214,0.036,0.089,0.013,0.138,0.089,0.073,0.089,0.258,0.8,0.2,0.217,0.2,0.02,0.019,0.494,0.187,5.875,0.075,0.557,0.122,0.478,2.548,0.25,0.31,0.23,0.45,0.343,7.639,4.702,0.498,0.282,0.011,0.0,0.021,3.453,0.0,29493352.0,239.48,295.1766666666667,323.565,-0.19271869206135173,-0.26674831598285376,-0.34448307010100454,0.14107287981203717,0.10344129167696982,314.49788395312146,346.07969522516385,18.798036396092627,-0.0346103228635556,20858842.333333332,21384165.5,0.9190267937656742,524947091.0
2022-06-30,ILMN,0.199,149.626,194.063,200.391,40.078,6.221,66.582,0.0,0.151,0.029,0.751,0.184,0.214,0.036,0.089,0.013,0.138,0.089,0.073,0.089,0.258,0.8,0.2,0.217,0.2,0.02,0.019,0.494,0.187,5.875,0.075,0.557,0.122,0.478,2.548,0.25,0.31,0.23,0.45,0.343,7.639,4.702,0.498,0.282,0.011,0.0,0.021,2.658,0.0,38358010.0,184.36,240.16333333333333,290.885,-0.23016535827626516,-0.47235260446479677,-0.5154032173273052,0.039615573173595334,0.10783798497659995,277.31563139508677,321.19974211360017,9.433962264150935,-0.1116035748386811,27740091.0,24011688.166666668,0.30056461537501744,486589081.0
2022-07-31,ILMN,0.199,149.626,228.084,235.522,47.104,7.32,78.353,0.0,0.151,0.029,0.751,0.184,0.214,0.036,0.089,0.013,0.138,0.089,0.073,0.089,0.258,0.8,0.2,0.217,0.2,0.02,0.019,0.494,0.187,5.875,0.075,0.557,0.122,0.478,2.548,0.25,0.31,0.23,0.45,0.343,7.639,4.702,0.498,0.282,0.011,0.0,0.021,3.128,0.0,22565669.0,216.68,213.50666666666666,268.8616666666667,0.17530917769581245,-0.26957694252486086,-0.37882002178774155,0.2240745281710153,0.15931479071167678,259.9911652822048,305.1197817884309,22.74115025992242,-0.12640253266189627,30139010.333333332,23684230.166666668,-0.4117090797984567,509154750.0
2022-08-31,ILMN,0.361,220.134,-186.7,-186.7,-2567.9,6.759,103.316,0.0,-0.004,-0.02,0.747,0.002,0.068,0.018,-0.002,-0.008,0.138,-0.002,0.002,-0.002,0.23,0.838,0.162,0.202,0.162,0.019,0.015,0.292,0.169,10.407,0.197,0.45,0.122,0.173,2.669,0.193,0.3,0.211,0.43,0.308,7.339,4.59,0.44,0.306,0.011,0.0,-0.023,3.037,0.0,38209762.0,201.64,200.89333333333332,248.03499999999997,-0.069411113162267,-0.1580090195423418,-0.38260869565217404,0.20418110727228,0.15931961916026202,243.31940377300344,289.1998153594415,23.43537414965985,-0.16670745248873015,33044480.333333332,26951661.333333332,0.6932696300738967,470944988.0
2022-09-30,ILMN,0.361,220.134,-176.66,-176.66,-2621.2,6.395,97.757,0.0,-0.004,-0.02,0.747,0.002,0.068,0.018,-0.002,-0.008,0.138,-0.002,0.002,-0.002,0.23,0.838,0.162,0.202,0.162,0.019,0.015,0.292,0.169,10.407,0.197,0.45,0.122,0.173,2.669,0.193,0.3,0.211,0.43,0.308,7.339,4.59,0.44,0.306,0.011,0.0,-0.023,2.874,0.0,37474779.0,190.79,203.03666666666663,221.6,-0.053808768101567095,0.03487741375569531,-0.4539496279336005,0.13700759529764944,0.14559013792427591,228.31100269500246,274.05984376568125,14.477043673012318,-0.20428352877962241,32750070.0,30245080.5,-0.019235477049032612,433470209.0
2022-10-31,ILMN,0.361,220.134,-211.87,-211.87,-2266.0,7.67,117.242,0.0,-0.004,-0.02,0.747,0.002,0.068,0.018,-0.002,-0.008,0.138,-0.002,0.002,-0.002,0.23,0.838,0.162,0.202,0.162,0.019,0.015,0.292,0.169,10.407,0.197,0.45,0.122,0.173,2.669,0.193,0.3,0.211,0.43,0.308,7.339,4.59,0.44,0.306,0.011,0.0,-0.023,3.446,0.0,36897548.0,228.82,207.08333333333334,210.295,0.19932910529901982,0.0560273213956064,-0.22865329512893984,0.15085507456926153,0.1807734463190439,228.45643049643036,267.0998678017303,33.73615307150051,-0.1734860370422033,37527363.0,33833186.666666664,-0.01540318623359993,470367757.0
2022-11-30,ILMN,0.225,58.31,-47.203,-47.203,-8.254,7.299,65.093,0.0,-0.884,0.087,0.743,-0.869,-0.803,0.052,-0.389,0.031,0.138,-0.389,-0.324,-0.389,0.244,0.847,0.153,0.225,0.153,0.017,0.012,0.279,0.18,3.271,0.319,0.382,0.122,0.491,2.652,0.181,0.321,0.229,0.474,0.329,7.234,4.604,0.484,0.282,0.011,0.0,-0.324,5.096,0.0,25434542.0,218.08,212.56333333333336,206.72833333333335,-0.0469364566034437,0.08153144217417196,-0.08936028060798384,0.14420629817165567,0.16324697219192577,225.49173606887882,259.5583496783872,43.399136335595315,-0.18647729148439013,33268956.333333332,33156718.333333332,-0.31067121316570956,444933215.0
2022-12-31,ILMN,0.225,58.31,-43.766,-43.766,-7.653,6.797,60.622,0.0,-0.884,0.087,0.743,-0.869,-0.803,0.052,-0.389,0.031,0.138,-0.389,-0.324,-0.389,0.244,0.847,0.153,0.225,0.153,0.017,0.012,0.279,0.18,3.271,0.319,0.382,0.122,0.491,2.652,0.181,0.321,0.229,0.474,0.329,7.234,4.604,0.484,0.282,0.011,0.0,-0.324,4.746,0.0,23909792.0,202.2,216.36666666666667,209.70166666666663,-0.07281731474688202,0.059803972954557416,0.09676719461922301,0.1502110846670873,0.12868163502376187,218.83695433491346,250.73398818940453,57.2602962721797,-0.20885358354739572,28747294.0,30748682.0,-0.05994800299529668,421023423.0
2022-01-31,INCY,0.207,24.226,28.922,29.264,30.842,5.641,22.163,0.0,0.184,0.232,0.956,0.212,0.203,0.203,0.2,0.248,-0.663,0.2,0.198,0.2,0.727,0.984,0.016,0.021,0.016,0.034,0.026,2.083,0.016,0.082,0.227,0.048,-0.131,0.763,1.493,0.016,0.255,0.055,0.342,0.76,6.352,1.27,1.02,0.478,0.011,0.235,-0.056,5.219,0.0,38077741.0,74.33,71.81666666666666,71.28333333333333,0.012670299727520318,0.10973424902956097,-0.0390433096315449,0.04158613209168135,0.06021834315359438,73.18926026555334,76.18090708074176,41.47855530474041,-0.05389052908653523,48441964.0,39538256.5,-0.3209562480492829,-68802176.0
2022-02-28,INCY,0.232,24.013,36.919,37.322,15.995,5.062,20.169,0.0,0.318,0.208,0.956,0.191,0.337,0.16,0.297,0.191,-0.663,0.297,0.358,0.297,0.579,0.988,0.012,0.016,0.012,0.041,0.031,2.018,0.012,0.089,0.218,0.041,0.644,0.758,1.548,0.013,0.236,0.058,0.309,0.703,5.438,1.046,0.792,0.488,0.022,0.241,0.047,4.01,0.0,36846079.0,68.3,72.01,69.91833333333334,-0.08112471411274047,0.008564678086237398,-0.10707281997646745,0.08275708930445926,0.06791238661805497,71.79232876110953,74.96845983755072,32.110091743119256,-0.06350866931279685,43666451.333333336,41866347.166666664,-0.03234598397000499,-105648255.0
2022-03-31,INCY,0.232,24.013,42.93,43.399,18.6,5.888,23.462,0.0,0.318,0.208,0.956,0.191,0.337,0.16,0.297,0.191,-0.663,0.297,0.358,0.297,0.579,0.988,0.012,0.016,0.012,0.041,0.031,2.018,0.012,0.089,0.218,0.041,0.644,0.758,1.548,0.013,0.236,0.058,0.309,0.703,5.438,1.046,0.792,0.488,0.022,0.241,0.047,4.664,0.0,32222801.0,79.42,74.01666666666667,71.69166666666666,0.16281112737920944,0.0820163487738419,0.15469613259668513,0.12304773295596479,0.08562364979810434,73.97166340079252,75.65331217023524,70.22813688212928,-0.0460995551983442,35715540.333333336,41319611.333333336,-0.1254754406839328,-73425454.0
2022-04-30,INCY,0.232,24.013,40.519,40.962,17.555,5.56,22.154,0.0,0.318,0.208,0.956,0.191,0.337,0.16,0.297,0.191,-0.663,0.297,0.358,0.297,0.579,0.988,0.012,0.016,0.012,0.041,0.031,2.018,0.012,0.089,0.218,0.041,0.644,0.758,1.548,0.013,0.236,0.058,0.309,0.703,5.438,1.046,0.792,0.488,0.022,0.241,0.047,4.404,0.0,29580430.0,74.96,74.22666666666667,73.02166666666666,-0.056157139259632394,0.008475716399838573,0.11914004180352333,0.13421076481492963,0.09011801695772066,74.25404528628037,75.54664875942981,63.777624309392245,-0.04596226856673599,32883103.333333332,40662533.666666664,-0.08200314429524613,-103005884.0
2022-05-31,INCY,0.22,24.688,43.867,44.38,18.069,5.397,22.144,0.0,0.3,0.201,0.957,0.184,0.319,0.164,0.297,0.195,-0.663,0.297,0.293,0.297,0.659,0.988,0.012,0.016,0.012,0.052,0.04,2.117,0.012,0.082,0.23,0.039,0.644,0.802,1.502,0.013,0.242,0.054,0.319,0.689,5.84,1.097,0.908,0.483,0.022,0.241,0.04,4.351,0.0,30402845.0,75.89,76.75666666666666,74.38333333333334,0.012406616862326691,0.11112737920937055,0.12064382752510339,0.11200417197006055,0.09008613358950786,74.7214609187717,75.59947202720984,64.01372212692966,-0.041675214879793324,30735358.666666668,37200905.0,0.02780267223972066,-72603039.0
2022-06-30,INCY,0.22,24.688,43.913,44.427,18.088,5.412,22.204,0.0,0.3,0.201,0.957,0.184,0.319,0.164,0.297,0.195,-0.663,0.297,0.293,0.297,0.659,0.988,0.012,0.016,0.012,0.052,0.04,2.117,0.012,0.082,0.23,0.039,0.644,0.802,1.502,0.013,0.242,0.054,0.319,0.689,5.84,1.097,0.908,0.483,0.022,0.241,0.04,4.363,0.0,29538663.0,75.97,75.60666666666667,74.81166666666665,0.0010541573329818643,-0.04343993956182324,0.035013623978201514,0.036749148399940104,0.08498597533905976,75.07818637055121,75.65647633071602,55.456475583864105,-0.038158454936695875,29840646.0,32778093.166666668,-0.028424379363181318,-43064376.0
2022-07-31,INCY,0.22,24.688,44.902,45.427,18.495,5.547,22.761,0.0,0.3,0.201,0.957,0.184,0.319,0.164,0.297,0.195,-0.663,0.297,0.293,0.297,0.659,0.988,0.012,0.016,0.012,0.052,0.04,2.117,0.012,0.082,0.23,0.039,0.644,0.802,1.502,0.013,0.242,0.054,0.319,0.689,5.84,1.097,0.908,0.483,0.022,0.241,0.04,4.473,0.0,31945367.0,77.68,76.51333333333334,75.36999999999999,0.02250888508621829,0.03628601921024566,0.04506928561818935,0.010733432998488583,0.08517468977702668,75.82156169325087,75.967787664452,56.8845047266749,-0.032476106565499395,30628958.333333332,31756030.833333332,0.08147640263880596,-11119009.0
2022-08-31,INCY,0.242,20.629,39.791,40.017,16.572,4.718,20.604,0.0,0.285,0.222,0.958,0.19,0.303,0.177,0.276,0.212,-0.663,0.276,0.273,0.276,0.653,0.99,0.01,0.014,0.01,0.065,0.049,2.134,0.011,0.065,0.245,0.034,0.644,0.875,1.562,0.011,0.238,0.054,0.312,0.681,5.585,1.112,0.893,0.454,0.022,0.241,0.039,3.835,0.0,28638141.0,70.43,74.69333333333334,75.725,-0.09333161688980429,-0.07194623797601785,0.03118594436310418,0.06162791793856785,0.087896089543356,74.2811154951792,75.11582033145939,54.168297455968705,-0.03943823476532839,30040723.666666668,30388041.166666668,-0.10352756316745404,-39757150.0
2022-09-30,INCY,0.242,20.629,37.65,37.864,15.68,4.465,19.497,0.0,0.285,0.222,0.958,0.19,0.303,0.177,0.276,0.212,-0.663,0.276,0.273,0.276,0.653,0.99,0.01,0.014,0.01,0.065,0.049,2.134,0.011,0.065,0.245,0.034,0.644,0.875,1.562,0.011,0.238,0.054,0.312,0.681,5.585,1.112,0.893,0.454,0.022,0.241,0.039,3.629,0.0,28530726.0,66.64,71.58333333333333,73.59500000000001,-0.053812295896635054,-0.12281163617217317,-0.16091664568118857,0.058886502834457594,0.04637937254314724,72.09793963941371,73.81184797277332,14.928649835345823,-0.048739765286479504,29704744.666666668,29772695.333333332,-0.0037507672023823213,-68287876.0
2022-10-31,INCY,0.242,20.629,42.0,42.239,17.492,4.981,21.752,0.0,0.285,0.222,0.958,0.19,0.303,0.177,0.276,0.212,-0.663,0.276,0.273,0.276,0.653,0.99,0.01,0.014,0.01,0.065,0.049,2.134,0.011,0.065,0.245,0.034,0.644,0.875,1.562,0.011,0.238,0.054,0.312,0.681,5.585,1.112,0.893,0.454,0.022,0.241,0.039,4.049,0.0,30502716.0,74.34,70.47,73.49166666666666,0.11554621848739499,-0.04299691040164788,-0.008271077908217572,0.11096097905569564,0.07157650749444308,72.73852831386694,73.89310213080819,48.55545200372789,-0.03988824657219915,29223861.0,29926409.666666668,0.06911811497541276,-37785160.0
2022-11-30,INCY,0.285,24.361,59.455,59.902,20.221,5.321,22.111,0.0,0.263,0.183,0.957,0.171,0.282,0.138,0.236,0.162,-0.663,0.236,0.234,0.236,0.612,0.991,0.009,0.012,0.009,0.078,0.058,2.174,0.009,0.071,0.262,0.029,0.644,0.886,1.624,0.009,0.234,0.052,0.306,0.64,5.373,0.987,0.836,0.468,0.022,0.241,0.015,4.194,0.0,29157704.0,79.67,73.55000000000001,74.12166666666667,0.07169760559591065,0.13119409342609667,0.04980893398339714,0.08789931988696056,0.07736962586448792,74.71894879561924,74.78185564914538,57.30858468677494,-0.028678370964353574,29397048.666666668,29718886.166666668,-0.04409482749011595,-8627456.0
2022-12-31,INCY,0.285,24.361,59.94,60.391,20.386,5.371,22.318,0.0,0.263,0.183,0.957,0.171,0.282,0.138,0.236,0.162,-0.663,0.236,0.234,0.236,0.612,0.991,0.009,0.012,0.009,0.078,0.058,2.174,0.009,0.071,0.262,0.029,0.644,0.886,1.624,0.009,0.234,0.052,0.306,0.64,5.373,0.987,0.836,0.468,0.022,0.241,0.015,4.233,0.0,27953178.0,80.32,78.11,74.84666666666668,0.008158654449604619,0.20528211284513787,0.0572594445175727,0.053993808403140456,0.07724839246208608,76.31924913972803,75.63387785696918,58.22928490351871,-0.020838790421055617,29204532.666666668,29454638.666666668,-0.041310728718557566,19325722.0
2022-01-31,INTC,0.43,7.587,8.55,8.625,9.48,2.533,5.833,0.265,0.269,0.293,0.709,0.306,0.418,0.23,0.253,0.198,0.167,0.263,0.188,0.263,0.356,0.714,0.286,0.315,0.286,0.029,0.027,0.365,0.237,1.069,0.092,0.465,0.491,0.547,1.248,0.386,0.463,0.339,0.863,0.501,10.319,3.934,0.934,0.189,0.01,0.0,-0.084,2.135,2.85,888619990.0,48.82,49.84,50.97666666666667,-0.052038834951456336,-0.003673469387755146,-0.09121370067014145,0.04954586317452711,0.04532567401443163,51.00119169254792,52.39929122704339,26.843100189035937,-0.008266756042427928,738588616.6666666,616504561.6666666,0.24985537883894482,12412719428.0
2022-02-28,INTC,0.468,7.327,8.817,8.899,9.815,2.458,6.476,0.284,0.251,0.279,0.701,0.275,0.401,0.211,0.217,0.175,0.085,0.225,0.175,0.225,0.329,0.738,0.262,0.299,0.262,0.029,0.026,0.389,0.229,1.139,0.124,0.463,0.411,0.375,1.145,0.345,0.434,0.317,0.765,0.492,9.306,4.586,0.828,0.192,0.014,0.0,-0.063,1.981,3.06,753808310.0,47.7,49.339999999999996,49.916666666666664,-0.022941417451863955,-0.030487804878048808,-0.11764705882352944,0.050764328702756635,0.04413830123615744,50.05799406610566,51.676323345959794,22.007042253521135,-0.01569308648571592,784468850.0,675163478.3333334,-0.15170903368941768,11658911118.0
2022-03-31,INTC,0.468,7.327,9.161,9.246,10.198,2.564,6.756,0.284,0.251,0.279,0.701,0.275,0.401,0.211,0.217,0.175,0.085,0.225,0.175,0.225,0.329,0.738,0.262,0.299,0.262,0.029,0.026,0.389,0.229,1.139,0.124,0.463,0.411,0.375,1.145,0.345,0.434,0.317,0.765,0.492,9.306,4.586,0.828,0.192,0.014,0.0,-0.063,2.066,2.95,848279370.0,49.56,48.69333333333333,49.296666666666674,0.03899371069182389,-0.03766990291262129,-0.06981981981981977,0.04649291015774445,0.050388667007339336,49.915710047218326,51.35073513888905,35.048231511254016,-0.017391744038805786,830235890.0,747767288.3333334,0.1253250445063414,12507190488.0
2022-04-30,INTC,0.468,7.327,8.057,8.132,8.969,2.256,5.943,0.284,0.251,0.279,0.701,0.275,0.401,0.211,0.217,0.175,0.085,0.225,0.175,0.225,0.329,0.738,0.262,0.299,0.262,0.029,0.026,0.389,0.229,1.139,0.124,0.463,0.411,0.375,1.145,0.345,0.434,0.317,0.765,0.492,9.306,4.586,0.828,0.192,0.014,0.0,-0.063,1.818,3.35,636633160.0,43.59,46.95000000000001,48.395,-0.1204600484261501,-0.10712822613682915,-0.110408163265306,0.08038588680248022,0.06262324777663013,48.10836431944166,50.15677588675227,30.85633404104742,-0.03251153458064227,746240280.0,742414448.3333334,-0.24950059789854373,11870557328.0
2022-05-31,INTC,0.517,7.99,7.645,7.698,7.379,2.338,5.988,0.232,0.317,0.248,0.698,0.353,0.474,0.197,0.271,0.154,0.085,0.281,0.206,0.281,0.325,0.736,0.264,0.298,0.264,0.029,0.026,0.431,0.227,1.201,0.116,0.456,0.411,0.362,1.182,0.348,0.44,0.322,0.785,0.466,9.544,4.195,0.831,0.205,0.014,0.0,-0.035,1.735,3.29,772406120.0,44.42,45.85666666666666,47.598333333333336,0.01904106446432663,-0.0687631027253669,-0.09715447154471546,0.08687555264669701,0.06394312708644043,47.05454594245833,49.27419498109808,33.807588075880744,-0.03984322834927013,752439550.0,768454200.0,0.2132671819984997,12642963448.0
2022-06-30,INTC,0.517,7.99,6.439,6.484,6.214,1.969,5.043,0.232,0.317,0.248,0.698,0.353,0.474,0.197,0.271,0.154,0.085,0.281,0.206,0.281,0.325,0.736,0.264,0.298,0.264,0.029,0.026,0.431,0.227,1.201,0.116,0.456,0.411,0.362,1.182,0.348,0.44,0.322,0.785,0.466,9.544,4.195,0.831,0.205,0.014,0.0,-0.035,1.461,3.9,781315010.0,37.41,41.806666666666665,45.25,-0.15781179648806853,-0.24515738498789352,-0.2735922330097088,0.0932135970124619,0.07746878392512656,44.298961387470236,47.44893421477529,13.816127375449398,-0.06910368173530894,730118096.6666666,780176993.3333334,0.011533945380961086,11861648438.0
2022-07-31,INTC,0.517,7.99,6.25,6.293,6.032,1.919,4.915,0.232,0.317,0.248,0.698,0.353,0.474,0.197,0.271,0.154,0.085,0.281,0.206,0.281,0.325,0.736,0.264,0.298,0.264,0.029,0.026,0.431,0.227,1.201,0.116,0.456,0.411,0.362,1.182,0.348,0.44,0.322,0.785,0.466,9.544,4.195,0.831,0.205,0.014,0.0,-0.035,1.424,4.02,790081920.0,36.31,39.38,43.165,-0.029403902699812745,-0.16701078228951594,-0.256247439573945,0.09138967525356992,0.07785323316035589,42.01640099105017,45.73525202788679,15.0363331470095,-0.09039522727071068,781267683.3333334,763753981.6666666,0.011220711093211877,11071566518.0
2022-08-31,INTC,0.663,8.948,7.015,7.062,6.85,1.786,5.852,0.304,0.26,0.185,0.677,0.283,0.431,0.156,0.199,0.103,0.085,0.204,0.155,0.204,0.291,0.743,0.257,0.289,0.257,0.03,0.027,0.439,0.222,1.452,0.111,0.459,0.411,-0.027,1.12,0.339,0.429,0.315,0.752,0.43,9.419,3.911,0.753,0.226,0.014,0.0,-0.02,1.288,4.57,898181360.0,31.92,35.21333333333333,40.535000000000004,-0.12090333241531259,-0.2814047726249437,-0.3308176100628931,0.06610971631261639,0.08233664590106755,39.13171499360726,43.60982863898113,12.71266540642722,-0.12973660424170008,823192763.3333334,787816156.6666666,0.1368205464061245,10173385158.0
2022-09-30,INTC,0.663,8.948,5.664,5.701,5.53,1.449,4.749,0.304,0.26,0.185,0.677,0.283,0.431,0.156,0.199,0.103,0.085,0.204,0.155,0.204,0.291,0.743,0.257,0.289,0.257,0.03,0.027,0.439,0.222,1.452,0.111,0.459,0.411,-0.027,1.12,0.339,0.429,0.315,0.752,0.43,9.419,3.911,0.753,0.226,0.014,0.0,-0.02,1.045,5.67,887093430.0,25.77,31.333333333333332,36.57,-0.19266917293233088,-0.31114675220529264,-0.4800242130750606,0.08183115743964632,0.07992385669971047,35.3140821382909,40.865239617599414,3.2612966601178783,-0.20401853502381564,858452236.6666666,794285166.6666666,-0.012344867633414247,9286291728.0
2022-10-31,INTC,0.663,8.948,6.248,6.29,6.101,1.599,5.239,0.304,0.26,0.185,0.677,0.283,0.431,0.156,0.199,0.103,0.085,0.204,0.155,0.204,0.291,0.743,0.257,0.289,0.257,0.03,0.027,0.439,0.222,1.452,0.111,0.459,0.411,-0.027,1.12,0.339,0.429,0.315,0.752,0.43,9.419,3.911,0.753,0.226,0.014,0.0,-0.02,1.153,5.14,977898570.0,28.43,28.706666666666667,34.04333333333333,0.10322079937912298,-0.21702010465436528,-0.347786189493003,0.15434422461508815,0.1137056806435855,33.34720152735064,38.95212583027642,15.763324299909655,-0.2061235968937548,921057786.6666666,851162735.0,0.10236254370636022,10264190298.0
2022-11-30,INTC,0.943,9.521,9.486,9.516,9.31,1.785,9.174,0.444,0.191,0.126,0.658,0.198,0.376,0.127,0.134,0.065,0.085,0.136,0.108,0.136,0.265,0.746,0.254,0.281,0.254,0.032,0.029,0.402,0.219,1.744,0.095,0.47,0.411,-0.944,1.045,0.337,0.421,0.309,0.727,0.403,9.199,3.825,0.696,0.246,0.014,0.0,-0.001,1.238,4.86,787497120.0,30.07,28.09,31.651666666666667,0.057685543440028075,-0.05795739348370932,-0.32305267897343537,0.15932242950371436,0.12019738262663303,32.410858233821884,37.58564493331082,18.73638344226579,-0.20400926116808274,884163040.0,853677901.6666666,-0.19470470234965165,11051687418.0
2022-12-31,INTC,0.943,9.521,8.338,8.364,8.183,1.572,8.083,0.444,0.191,0.126,0.658,0.198,0.376,0.127,0.134,0.065,0.085,0.136,0.108,0.136,0.265,0.746,0.254,0.281,0.254,0.032,0.029,0.402,0.219,1.744,0.095,0.47,0.411,-0.944,1.045,0.337,0.421,0.309,0.727,0.403,9.199,3.825,0.696,0.246,0.014,0.0,-0.001,1.091,5.52,756505170.0,26.43,28.310000000000002,29.82166666666667,-0.12105088127702035,0.025611175785797524,-0.2935044105854049,0.11854531889985027,0.11482627630544193,30.70204159558706,35.86939186664762,21.961184882533203,-0.2485832667933339,840633620.0,849542928.3333334,-0.03935500106971823,10295182248.0
2022-01-31,INTU,0.06,45.73,72.579,73.443,73.443,15.25,46.873,0.324,0.203,0.244,0.844,0.251,0.245,0.212,0.235,0.226,0.193,0.247,0.188,0.247,0.572,0.799,0.201,0.214,0.201,0.012,0.011,0.626,0.169,0.874,0.059,0.434,0.576,0.961,4.749,0.238,0.367,0.246,0.581,0.678,16.209,2.874,1.072,0.183,0.114,0.0,-0.089,15.333,0.49,41643274.0,555.23,616.9166666666666,597.0600000000001,-0.13679611952364668,-0.11303694947203624,0.04766307526841129,0.09147627902690118,0.10231508745932956,580.5964468702391,528.903659725278,54.633162142333084,0.16234365382609822,38069225.666666664,30712699.333333332,0.07873887103724475,1444482493.0
2022-02-28,INTU,0.06,45.73,62.009,62.747,62.747,13.029,40.047,0.324,0.203,0.244,0.844,0.251,0.245,0.212,0.235,0.226,0.193,0.247,0.188,0.247,0.572,0.799,0.201,0.214,0.201,0.012,0.011,0.626,0.169,0.874,0.059,0.434,0.576,0.961,4.749,0.238,0.367,0.246,0.581,0.678,16.209,2.874,1.072,0.183,0.114,0.0,-0.089,13.1,0.573,33835535.0,474.37,557.6066666666667,581.77,-0.14563334113790682,-0.27277326383565836,-0.16205331119393762,0.0736263697758288,0.11529977306376374,550.2460334787422,520.5138659213891,35.544560695827556,0.16677047371150105,38027491.333333336,32462222.333333332,-0.18749099794603086,1410646958.0
2022-03-31,INTU,0.102,47.228,59.363,60.105,61.41,11.929,43.089,0.327,0.191,0.23,0.845,0.227,0.239,0.209,0.214,0.215,0.193,0.226,0.176,0.226,0.532,0.758,0.242,0.247,0.242,0.012,0.011,0.463,0.203,1.156,0.019,0.528,0.576,0.949,5.704,0.305,0.377,0.277,0.605,0.629,16.216,2.682,1.01,0.185,0.114,0.0,-0.057,8.446,0.566,48093974.0,480.84,503.47999999999996,571.9916666666667,0.013639142441554064,-0.25244861789123485,-0.10874682582343242,0.08951404783046413,0.11548639070116862,530.4157381991015,514.4101942411754,40.12921026952454,0.14575737342676004,41190927.666666664,36536484.166666664,0.42140427216534326,1458740932.0
2022-04-30,INTU,0.102,47.228,51.698,52.344,53.48,10.361,37.427,0.327,0.191,0.23,0.845,0.227,0.239,0.209,0.214,0.215,0.193,0.226,0.176,0.226,0.532,0.758,0.242,0.247,0.242,0.012,0.011,0.463,0.203,1.156,0.019,0.528,0.576,0.949,5.704,0.305,0.377,0.277,0.605,0.629,16.216,2.682,1.01,0.185,0.114,0.0,-0.057,7.336,0.65,33180323.0,418.75,457.9866666666667,537.4516666666667,-0.129128192330089,-0.24580804351349894,-0.3310596015910797,0.08758106325050734,0.08479325372962096,498.51124157078675,499.6932412809946,12.01612903225805,0.13674843953747265,38369944.0,38219584.833333336,-0.3100939631231139,1425560609.0
