permno,adate,qdate,public_date,bm,evm,pe_op_basic,pe_op_dil,pe_exi,ps,pcf,dpr,npm,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,inv_turn,at_turn,rect_turn,pay_turn,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER
51369,2021-12-31,2021-12-31,2022-03-31,0.097,20.202,18.678,20.779,21.38,5.16,17.394,0.065,0.274,0.327,0.621,0.314,0.308,0.354,0.424,0.446,0.126,0.425,0.391,0.425,0.551,0.603,0.946,0.054,0.068,0.054,0.063,0.054,1.097,0.094,0.214,0.048,0.14,0.212,0.646,0.117,1.643,1.364,0.882,0.879,2.731,0.057,0.327,0.116,0.486,57.935,67.903,6.037,0.992,7.065,9.946,1.444,2.091,0.115,0.004,0.0,-0.022,7.438,0.614,.372%,TER
51369,2021-12-31,2021-12-31,2022-04-30,0.097,20.202,16.66,18.534,19.071,4.587,15.464,0.065,0.274,0.327,0.621,0.314,0.308,0.354,0.424,0.446,0.126,0.425,0.391,0.425,0.551,0.603,0.946,0.054,0.068,0.054,0.063,0.054,1.097,0.094,0.214,0.048,0.14,0.212,0.646,0.117,1.643,1.364,0.882,0.879,2.731,0.057,0.327,0.116,0.486,57.935,67.903,6.037,0.992,7.065,9.946,1.444,2.091,0.115,0.004,0.0,-0.022,6.612,0.548,.417%,TER
51369,2021-12-31,2022-03-31,2022-05-31,0.13,16.707,17.651,19.546,20.384,4.761,16.394,0.069,0.264,0.322,0.623,0.304,0.297,0.339,0.39,0.425,0.126,0.392,0.362,0.391,0.534,0.603,0.939,0.059,0.093,0.059,0.081,0.052,0.981,0.094,0.252,0.066,0.192,0.367,0.64,0.124,1.592,1.312,0.882,0.871,2.776,0.062,0.335,0.138,0.504,76.694,92.432,5.821,0.969,5.738,8.919,1.457,2.127,0.118,0.004,0.0,-0.026,7.06,0.71,.403%,TER
51369,2021-12-31,2022-03-31,2022-06-30,0.13,16.707,14.467,16.02,16.707,3.902,13.437,0.069,0.264,0.322,0.623,0.304,0.297,0.339,0.39,0.425,0.126,0.392,0.362,0.391,0.534,0.603,0.939,0.059,0.093,0.059,0.081,0.052,0.981,0.094,0.252,0.066,0.192,0.367,0.64,0.124,1.592,1.312,0.882,0.871,2.776,0.062,0.335,0.138,0.504,76.694,92.432,5.821,0.969,5.738,8.919,1.457,2.127,0.118,0.004,0.0,-0.026,5.786,0.582,.491%,TER
51369,2021-12-31,2022-03-31,2022-07-31,0.13,16.707,16.299,18.048,18.823,4.332,14.919,0.069,0.264,0.322,0.623,0.304,0.297,0.339,0.39,0.425,0.126,0.392,0.362,0.391,0.534,0.603,0.939,0.059,0.093,0.059,0.081,0.052,0.981,0.094,0.252,0.066,0.192,0.367,0.64,0.124,1.592,1.312,0.882,0.871,2.776,0.062,0.335,0.138,0.504,76.694,92.432,5.821,0.969,5.738,8.919,1.457,2.127,0.118,0.004,0.0,-0.026,6.424,0.656,.436%,TER
51369,2021-12-31,2022-06-30,2022-08-31,0.163,16.957,15.587,16.962,17.819,3.867,13.584,0.081,0.245,0.304,0.626,0.283,0.278,0.304,0.333,0.378,0.126,0.334,0.316,0.333,0.478,0.586,0.946,0.054,0.069,0.054,0.058,0.045,0.947,0.105,0.244,0.049,0.156,0.22,0.64,0.117,1.505,1.273,0.882,0.848,2.585,0.057,0.327,0.121,0.485,103.798,127.736,5.017,0.936,5.771,8.449,1.39,2.057,0.127,0.004,0.0,-0.037,5.765,0.715,.520%,TER
51369,2021-12-31,2022-06-30,2022-09-30,0.163,16.957,13.84,15.06,15.821,3.411,11.984,0.081,0.245,0.304,0.626,0.283,0.278,0.304,0.333,0.378,0.126,0.334,0.316,0.333,0.478,0.586,0.946,0.054,0.069,0.054,0.058,0.045,0.947,0.105,0.244,0.049,0.156,0.22,0.64,0.117,1.505,1.273,0.882,0.848,2.585,0.057,0.327,0.121,0.485,103.798,127.736,5.017,0.936,5.771,8.449,1.39,2.057,0.127,0.004,0.0,-0.037,5.086,0.635,.585%,TER
51369,2021-12-31,2022-06-30,2022-10-31,0.163,16.957,14.982,16.303,17.126,3.692,12.971,0.081,0.245,0.304,0.626,0.283,0.278,0.304,0.333,0.378,0.126,0.334,0.316,0.333,0.478,0.586,0.946,0.054,0.069,0.054,0.058,0.045,0.947,0.105,0.244,0.049,0.156,0.22,0.64,0.117,1.505,1.273,0.882,0.848,2.585,0.057,0.327,0.121,0.485,103.798,127.736,5.017,0.936,5.771,8.449,1.39,2.057,0.127,0.004,0.0,-0.037,5.505,0.687,.541%,TER
51369,2021-12-31,2022-09-30,2022-11-30,0.193,16.915,18.841,20.359,21.047,4.4,20.054,0.09,0.232,0.288,0.624,0.272,0.266,0.29,0.31,0.36,0.126,0.311,0.295,0.311,0.448,0.581,0.95,0.05,0.063,0.05,0.041,0.032,0.863,0.119,0.247,0.045,0.15,0.215,0.651,0.108,1.412,0.962,0.882,0.782,2.469,0.052,0.326,0.119,0.483,149.402,184.541,4.485,0.93,5.724,8.144,1.38,2.09,0.134,0.004,0.0,0.012,6.453,0.991,.471%,TER
51369,2021-12-31,2022-09-30,2022-12-31,0.193,16.915,17.611,19.031,19.673,4.113,18.745,0.09,0.232,0.288,0.624,0.272,0.266,0.29,0.31,0.36,0.126,0.311,0.295,0.311,0.448,0.581,0.95,0.05,0.063,0.05,0.041,0.032,0.863,0.119,0.247,0.045,0.15,0.215,0.651,0.108,1.412,0.962,0.882,0.782,2.469,0.052,0.326,0.119,0.483,149.402,184.541,4.485,0.93,5.724,8.144,1.38,2.09,0.134,0.004,0.0,0.012,6.032,0.926,.504%,TER
52038,2021-06-30,2021-09-30,2022-01-31,0.046,21.454,42.473,42.94,59.205,0.716,36.968,1.351,0.012,0.03,0.194,0.015,0.028,0.11,0.459,0.114,0.103,0.483,0.09,0.483,0.177,0.493,0.112,0.886,0.955,0.888,0.047,0.044,0.193,0.313,0.316,0.587,5.279,0.073,0.352,0.585,0.34,0.151,0.096,0.557,4.071,7.409,0.93,0.92,13.534,2.207,2.999,12.829,2.543,15.743,10.29,37.018,13.806,0.0,0.0,0.0,-0.018,21.716,,2.41%,SYY
52038,2021-06-30,2021-12-31,2022-02-28,0.035,19.329,38.884,39.234,57.303,0.728,32.881,1.194,0.013,0.032,0.192,0.016,0.028,0.123,0.486,0.136,0.103,0.519,0.098,0.519,0.215,0.536,0.112,0.885,0.94,0.888,0.048,0.045,0.14,0.35,0.363,0.563,4.526,0.059,0.366,0.569,0.365,0.181,0.096,0.637,4.026,7.238,0.931,0.921,13.864,2.432,3.566,13.016,2.793,15.531,10.35,41.581,18.114,0.0,0.0,0.0,-0.026,31.987,,2.16%,SYY
52038,2021-06-30,2021-12-31,2022-03-31,0.035,19.329,36.451,36.779,53.717,0.682,30.823,1.194,0.013,0.032,0.192,0.016,0.028,0.123,0.486,0.136,0.103,0.519,0.098,0.519,0.215,0.536,0.112,0.885,0.94,0.888,0.048,0.045,0.14,0.35,0.363,0.563,4.526,0.059,0.366,0.569,0.365,0.181,0.096,0.637,4.026,7.238,0.931,0.921,13.864,2.432,3.566,13.016,2.793,15.531,10.35,41.581,18.114,0.0,0.0,0.0,-0.026,29.985,,2.30%,SYY
52038,2021-06-30,2021-12-31,2022-04-30,0.035,19.329,38.161,38.505,56.237,0.714,32.269,1.194,0.013,0.032,0.192,0.016,0.028,0.123,0.486,0.136,0.103,0.519,0.098,0.519,0.215,0.536,0.112,0.885,0.94,0.888,0.048,0.045,0.14,0.35,0.363,0.563,4.526,0.059,0.366,0.569,0.365,0.181,0.096,0.637,4.026,7.238,0.931,0.921,13.864,2.432,3.566,13.016,2.793,15.531,10.35,41.581,18.114,0.0,0.0,0.0,-0.026,31.392,,2.20%,SYY
52038,2021-06-30,2022-03-31,2022-05-31,0.037,17.223,31.063,31.294,43.392,0.652,36.658,0.948,0.015,0.034,0.191,0.019,0.029,0.14,0.628,0.165,0.103,0.685,0.116,0.685,0.27,0.577,0.113,0.884,0.932,0.887,0.047,0.044,0.09,0.388,0.412,0.545,3.915,0.051,0.381,0.554,0.391,0.151,0.096,0.532,4.009,6.999,0.932,0.922,14.104,2.898,4.304,13.082,3.017,15.265,10.433,45.637,24.209,0.0,0.0,0.0,-0.008,28.265,,2.23%,SYY
52038,2021-06-30,2022-03-31,2022-06-30,0.037,17.223,31.258,31.491,43.665,0.656,36.889,0.948,0.015,0.034,0.191,0.019,0.029,0.14,0.628,0.165,0.103,0.685,0.116,0.685,0.27,0.577,0.113,0.884,0.932,0.887,0.047,0.044,0.09,0.388,0.412,0.545,3.915,0.051,0.381,0.554,0.391,0.151,0.096,0.532,4.009,6.999,0.932,0.922,14.104,2.898,4.304,13.082,3.017,15.265,10.433,45.637,24.209,0.0,0.0,0.0,-0.008,28.443,,2.31%,SYY
52038,2021-06-30,2022-03-31,2022-07-31,0.037,17.223,31.328,31.561,43.763,0.657,36.972,0.948,0.015,0.034,0.191,0.019,0.029,0.14,0.628,0.165,0.103,0.685,0.116,0.685,0.27,0.577,0.113,0.884,0.932,0.887,0.047,0.044,0.09,0.388,0.412,0.545,3.915,0.051,0.381,0.554,0.391,0.151,0.096,0.532,4.009,6.999,0.932,0.922,14.104,2.898,4.304,13.082,3.017,15.265,10.433,45.637,24.209,0.0,0.0,0.0,-0.008,28.507,,2.31%,SYY
52038,2022-06-30,2022-06-30,2022-08-31,0.038,16.517,26.523,26.869,31.144,0.606,23.23,0.714,0.02,0.037,0.192,0.025,0.033,0.152,0.815,0.193,0.222,0.926,0.144,0.926,0.329,0.596,0.114,0.883,0.94,0.886,0.046,0.044,0.042,0.423,0.465,0.516,3.451,0.06,0.423,0.518,0.377,0.205,0.087,0.647,3.991,6.557,0.936,0.925,14.955,3.675,4.973,13.641,3.156,15.842,10.568,49.655,39.602,0.0,0.0,0.0,-0.02,25.491,0.435,2.38%,SYY
52038,2022-06-30,2022-06-30,2022-09-30,0.038,16.517,22.81,23.108,26.784,0.521,19.978,0.714,0.02,0.037,0.192,0.025,0.033,0.152,0.815,0.193,0.222,0.926,0.144,0.926,0.329,0.596,0.114,0.883,0.94,0.886,0.046,0.044,0.042,0.423,0.465,0.516,3.451,0.06,0.423,0.518,0.377,0.205,0.087,0.647,3.991,6.557,0.936,0.925,14.955,3.675,4.973,13.641,3.156,15.842,10.568,49.655,39.602,0.0,0.0,0.0,-0.02,21.923,0.374,2.77%,SYY
52038,2022-06-30,2022-06-30,2022-10-31,0.038,16.517,27.923,28.288,32.788,0.639,24.488,0.714,0.02,0.037,0.192,0.025,0.033,0.152,0.815,0.193,0.222,0.926,0.144,0.926,0.329,0.596,0.114,0.883,0.94,0.886,0.046,0.044,0.042,0.423,0.465,0.516,3.451,0.06,0.423,0.518,0.377,0.205,0.087,0.647,3.991,6.557,0.936,0.925,14.955,3.675,4.973,13.641,3.156,15.842,10.568,49.655,39.602,0.0,0.0,0.0,-0.02,26.871,0.458,2.26%,SYY
52038,2022-06-30,2022-09-30,2022-11-30,0.038,15.295,26.701,26.701,30.677,0.615,23.838,0.669,0.02,0.037,0.192,0.026,0.033,0.154,0.907,0.198,0.222,1.033,0.153,1.033,0.352,0.622,0.102,0.895,0.947,0.898,0.046,0.043,0.043,0.423,0.464,0.53,3.449,0.055,0.406,0.533,0.402,0.218,0.087,0.611,4.041,7.499,0.941,0.932,16.444,3.87,5.179,13.063,3.239,14.735,10.35,56.591,35.424,0.0,0.0,0.0,-0.018,32.305,,2.27%,SYY
52038,2022-06-30,2022-09-30,2022-12-31,0.038,15.295,23.596,23.596,27.11,0.543,21.066,0.669,0.02,0.037,0.192,0.026,0.033,0.154,0.907,0.198,0.222,1.033,0.153,1.033,0.352,0.622,0.102,0.895,0.947,0.898,0.046,0.043,0.043,0.423,0.464,0.53,3.449,0.055,0.406,0.533,0.402,0.218,0.087,0.611,4.041,7.499,0.941,0.932,16.444,3.87,5.179,13.063,3.239,14.735,10.35,56.591,35.424,0.0,0.0,0.0,-0.018,28.548,,2.56%,SYY
52090,2021-11-30,2021-11-30,2022-01-31,0.227,22.271,32.568,32.889,35.825,3.965,30.245,0.492,0.12,0.174,0.424,0.151,0.15,0.102,0.153,0.117,0.202,0.181,0.106,0.181,4.88,0.208,0.519,0.48,0.638,0.48,0.034,0.026,0.041,0.538,0.25,0.42,4.256,0.248,0.38,0.481,0.395,0.257,0.098,0.664,6.64,0.784,0.657,0.595,1.923,6.529,8.064,3.286,0.506,11.722,3.615,1.432,,0.014,0.029,0.0,-0.006,4.815,,1.48%,MKC
52090,2021-11-30,2021-11-30,2022-02-28,0.227,22.271,30.899,31.203,33.989,3.762,28.695,0.492,0.12,0.174,0.424,0.151,0.15,0.102,0.153,0.117,0.202,0.181,0.106,0.181,4.88,0.208,0.519,0.48,0.638,0.48,0.034,0.026,0.041,0.538,0.25,0.42,4.256,0.248,0.38,0.481,0.395,0.257,0.098,0.664,6.64,0.784,0.657,0.595,1.923,6.529,8.064,3.286,0.506,11.722,3.615,1.432,,0.014,0.029,0.0,-0.006,4.568,,1.56%,MKC
52090,2021-11-30,2021-11-30,2022-03-31,0.227,22.271,32.403,32.721,35.643,3.945,30.091,0.492,0.12,0.174,0.424,0.151,0.15,0.102,0.153,0.117,0.202,0.181,0.106,0.181,4.88,0.208,0.519,0.48,0.638,0.48,0.034,0.026,0.041,0.538,0.25,0.42,4.256,0.248,0.38,0.481,0.395,0.257,0.098,0.664,6.64,0.784,0.657,0.595,1.923,6.529,8.064,3.286,0.506,11.722,3.615,1.432,,0.014,0.029,0.0,-0.006,4.79,,1.48%,MKC
52090,2021-11-30,2022-02-28,2022-04-30,0.211,23.362,33.635,34.092,36.307,3.958,28.649,0.496,0.118,0.168,0.42,0.146,0.149,0.098,0.147,0.109,0.202,0.173,0.094,0.173,2.439,0.207,0.513,0.485,0.63,0.486,0.032,0.025,0.038,0.552,0.244,0.423,4.344,0.23,0.351,0.497,0.423,0.297,0.098,0.689,7.277,0.806,0.655,0.594,1.905,6.507,7.845,3.089,0.493,12.068,3.676,1.435,,0.014,0.029,0.0,-0.01,4.665,,1.47%,MKC
52090,2021-11-30,2022-02-28,2022-05-31,0.211,23.362,31.01,31.431,33.473,3.649,26.413,0.496,0.118,0.168,0.42,0.146,0.149,0.098,0.147,0.109,0.202,0.173,0.094,0.173,2.439,0.207,0.513,0.485,0.63,0.486,0.032,0.025,0.038,0.552,0.244,0.423,4.344,0.23,0.351,0.497,0.423,0.297,0.098,0.689,7.277,0.806,0.655,0.594,1.905,6.507,7.845,3.089,0.493,12.068,3.676,1.435,,0.014,0.029,0.0,-0.01,4.301,,1.60%,MKC
52090,2021-11-30,2022-02-28,2022-06-30,0.211,23.362,27.843,28.22,30.054,3.276,23.715,0.496,0.118,0.168,0.42,0.146,0.149,0.098,0.147,0.109,0.202,0.173,0.094,0.173,2.439,0.207,0.513,0.485,0.63,0.486,0.032,0.025,0.038,0.552,0.244,0.423,4.344,0.23,0.351,0.497,0.423,0.297,0.098,0.689,7.277,0.806,0.655,0.594,1.905,6.507,7.845,3.089,0.493,12.068,3.676,1.435,,0.014,0.029,0.0,-0.01,3.862,,1.78%,MKC
52090,2021-11-30,2022-05-31,2022-07-31,0.217,25.136,31.534,31.88,34.526,3.452,29.017,0.556,0.108,0.155,0.408,0.132,0.14,0.091,0.131,0.099,0.202,0.154,0.088,0.154,2.719,0.2,0.529,0.469,0.637,0.47,0.034,0.025,0.04,0.558,0.235,0.419,4.613,0.264,0.374,0.474,0.373,0.239,0.098,0.646,7.213,0.754,0.651,0.591,1.869,6.099,7.328,3.021,0.491,12.072,3.688,1.409,,0.014,0.029,0.0,-0.005,4.045,,1.69%,MKC
52090,2021-11-30,2022-05-31,2022-08-31,0.217,25.136,30.35,30.682,33.229,3.322,27.927,0.556,0.108,0.155,0.408,0.132,0.14,0.091,0.131,0.099,0.202,0.154,0.088,0.154,2.719,0.2,0.529,0.469,0.637,0.47,0.034,0.025,0.04,0.558,0.235,0.419,4.613,0.264,0.374,0.474,0.373,0.239,0.098,0.646,7.213,0.754,0.651,0.591,1.869,6.099,7.328,3.021,0.491,12.072,3.688,1.409,,0.014,0.029,0.0,-0.005,3.893,,1.76%,MKC
52090,2021-11-30,2022-05-31,2022-09-30,0.217,25.136,25.729,26.011,28.17,2.816,23.675,0.556,0.108,0.155,0.408,0.132,0.14,0.091,0.131,0.099,0.202,0.154,0.088,0.154,2.719,0.2,0.529,0.469,0.637,0.47,0.034,0.025,0.04,0.558,0.235,0.419,4.613,0.264,0.374,0.474,0.373,0.239,0.098,0.646,7.213,0.754,0.651,0.591,1.869,6.099,7.328,3.021,0.491,12.072,3.688,1.409,,0.014,0.029,0.0,-0.005,3.3,,2.08%,MKC
52090,2021-11-30,2022-08-31,2022-10-31,0.24,25.667,29.675,29.901,30.719,3.086,27.934,0.56,0.109,0.149,0.4,0.137,0.141,0.088,0.131,0.096,0.202,0.154,0.091,0.154,3.838,0.197,0.533,0.465,0.63,0.466,0.035,0.026,0.041,0.562,0.232,0.416,4.703,0.262,0.376,0.474,0.364,0.224,0.098,0.639,7.142,0.741,0.647,0.588,1.84,6.027,6.871,2.976,0.494,12.018,3.639,1.404,,0.014,0.029,0.0,-0.001,3.646,,1.88%,MKC
52090,2021-11-30,2022-08-31,2022-11-30,0.24,25.667,32.143,32.388,33.273,3.343,30.257,0.56,0.109,0.149,0.4,0.137,0.141,0.088,0.131,0.096,0.202,0.154,0.091,0.154,3.838,0.197,0.533,0.465,0.63,0.466,0.035,0.026,0.041,0.562,0.232,0.416,4.703,0.262,0.376,0.474,0.364,0.224,0.098,0.639,7.142,0.741,0.647,0.588,1.84,6.027,6.871,2.976,0.494,12.018,3.639,1.404,,0.014,0.029,0.0,-0.001,3.949,,1.74%,MKC
52090,2021-11-30,2022-08-31,2022-12-31,0.24,25.667,31.279,31.517,32.379,3.253,29.443,0.56,0.109,0.149,0.4,0.137,0.141,0.088,0.131,0.096,0.202,0.154,0.091,0.154,3.838,0.197,0.533,0.465,0.63,0.466,0.035,0.026,0.041,0.562,0.232,0.416,4.703,0.262,0.376,0.474,0.364,0.224,0.098,0.639,7.142,0.741,0.647,0.588,1.84,6.027,6.871,2.976,0.494,12.018,3.639,1.404,,0.014,0.029,0.0,-0.001,3.843,,1.88%,MKC
52230,2020-12-31,2021-09-30,2022-01-31,0.118,13.813,23.945,24.149,24.149,2.103,25.725,0.318,0.088,0.105,0.421,0.119,0.102,0.265,0.432,0.42,0.274,0.433,0.0,0.433,0.539,0.934,0.858,0.142,0.197,0.142,,,0.688,0.0,0.428,0.106,0.413,0.279,0.801,0.141,0.592,0.421,0.441,0.94,4.182,0.165,0.539,0.249,1.169,,,,2.221,6.997,27.424,4.817,7.175,0.0,0.007,0.0,0.013,9.581,1.078,1.34%,RHI
52230,2021-12-31,2021-12-31,2022-02-28,0.112,15.821,22.194,22.442,22.442,2.061,22.075,0.285,0.093,0.115,0.425,0.124,0.105,0.289,0.463,0.471,0.255,0.463,0.0,0.463,0.619,0.931,0.884,0.116,0.17,0.116,,,0.709,0.0,0.434,0.09,0.333,0.316,0.865,0.115,0.587,0.444,0.384,0.939,4.877,0.131,0.532,0.235,1.138,,,,2.345,7.607,27.433,4.679,7.101,0.0,0.008,0.0,-0.002,9.631,0.874,1.43%,RHI
52230,2021-12-31,2021-12-31,2022-03-31,0.112,15.821,21.066,21.302,21.302,1.956,20.954,0.285,0.093,0.115,0.425,0.124,0.105,0.289,0.463,0.471,0.255,0.463,0.0,0.463,0.619,0.931,0.884,0.116,0.17,0.116,,,0.709,0.0,0.434,0.09,0.333,0.316,0.865,0.115,0.587,0.444,0.384,0.939,4.877,0.131,0.532,0.235,1.138,,,,2.345,7.607,27.433,4.679,7.101,0.0,0.008,0.0,-0.002,9.142,0.83,1.51%,RHI
52230,2021-12-31,2021-12-31,2022-04-30,0.112,15.821,18.138,18.341,18.341,1.686,18.063,0.285,0.093,0.115,0.425,0.124,0.105,0.289,0.463,0.471,0.255,0.463,0.0,0.463,0.619,0.931,0.884,0.116,0.17,0.116,,,0.709,0.0,0.434,0.09,0.333,0.316,0.865,0.115,0.587,0.444,0.384,0.939,4.877,0.131,0.532,0.235,1.138,,,,2.345,7.607,27.433,4.679,7.101,0.0,0.008,0.0,-0.002,7.881,0.715,1.75%,RHI
52230,2021-12-31,2022-03-31,2022-05-31,0.115,12.92,15.101,15.306,15.306,1.449,16.488,0.265,0.095,0.125,0.43,0.128,0.107,0.326,0.509,0.551,0.255,0.509,0.0,0.509,0.718,1.021,0.879,0.121,0.175,0.121,,,0.687,0.0,0.45,0.093,0.295,0.306,0.841,0.121,0.704,0.466,0.384,0.931,4.703,0.138,0.533,0.236,1.14,,,,2.377,6.93,26.351,5.086,7.554,0.0,0.008,0.0,0.018,6.858,0.565,1.91%,RHI
52230,2021-12-31,2022-03-31,2022-06-30,0.115,12.92,12.544,12.715,12.715,1.203,13.697,0.265,0.095,0.125,0.43,0.128,0.107,0.326,0.509,0.551,0.255,0.509,0.0,0.509,0.718,1.021,0.879,0.121,0.175,0.121,,,0.687,0.0,0.45,0.093,0.295,0.306,0.841,0.121,0.704,0.466,0.384,0.931,4.703,0.138,0.533,0.236,1.14,,,,2.377,6.93,26.351,5.086,7.554,0.0,0.008,0.0,0.018,5.697,0.469,2.30%,RHI
52230,2021-12-31,2022-03-31,2022-07-31,0.115,12.92,13.256,13.436,13.436,1.272,14.474,0.265,0.095,0.125,0.43,0.128,0.107,0.326,0.509,0.551,0.255,0.509,0.0,0.509,0.718,1.021,0.879,0.121,0.175,0.121,,,0.687,0.0,0.45,0.093,0.295,0.306,0.841,0.121,0.704,0.466,0.384,0.931,4.703,0.138,0.533,0.236,1.14,,,,2.377,6.93,26.351,5.086,7.554,0.0,0.008,0.0,0.018,6.02,0.496,2.17%,RHI
52230,2021-12-31,2022-06-30,2022-08-31,0.179,10.909,12.335,12.495,12.495,1.178,12.555,0.264,0.095,0.138,0.434,0.128,0.106,0.36,0.505,0.611,0.255,0.505,0.0,0.505,0.8,1.055,0.887,0.113,0.165,0.113,,,0.69,0.0,0.46,0.089,0.252,0.32,0.855,0.116,0.792,0.511,0.384,0.917,4.771,0.127,0.523,0.229,1.095,,,,2.434,6.895,26.293,5.098,7.579,0.0,0.008,0.0,0.004,5.746,0.58,2.23%,RHI
52230,2021-12-31,2022-06-30,2022-09-30,0.179,10.909,12.26,12.419,12.419,1.171,12.478,0.264,0.095,0.138,0.434,0.128,0.106,0.36,0.505,0.611,0.255,0.505,0.0,0.505,0.8,1.055,0.887,0.113,0.165,0.113,,,0.69,0.0,0.46,0.089,0.252,0.32,0.855,0.116,0.792,0.511,0.384,0.917,4.771,0.127,0.523,0.229,1.095,,,,2.434,6.895,26.293,5.098,7.579,0.0,0.008,0.0,0.004,5.711,0.577,2.25%,RHI
52230,2021-12-31,2022-06-30,2022-10-31,0.179,10.909,12.253,12.412,12.412,1.159,12.35,0.264,0.095,0.138,0.434,0.128,0.106,0.36,0.505,0.611,0.255,0.505,0.0,0.505,0.8,1.055,0.887,0.113,0.165,0.113,,,0.69,0.0,0.46,0.089,0.252,0.32,0.855,0.116,0.792,0.511,0.384,0.917,4.771,0.127,0.523,0.229,1.095,,,,2.434,6.895,26.293,5.098,7.579,0.0,0.008,0.0,0.004,5.652,0.576,2.25%,RHI
52230,2021-12-31,2022-09-30,2022-11-30,0.18,10.132,12.645,12.789,12.789,1.174,13.647,0.273,0.093,0.137,0.435,0.126,0.104,0.356,0.483,0.601,0.255,0.483,0.0,0.483,0.79,1.078,0.896,0.104,0.156,0.104,,,0.696,0.0,0.469,0.086,0.241,0.332,0.865,0.113,0.815,0.487,0.384,0.903,4.692,0.116,0.507,0.217,1.028,,,,2.479,6.854,27.465,5.028,7.463,0.0,0.008,0.0,0.018,5.733,0.552,2.18%,RHI
52230,2021-12-31,2022-09-30,2022-12-31,0.18,10.132,11.851,11.985,11.985,1.1,12.789,0.273,0.093,0.137,0.435,0.126,0.104,0.356,0.483,0.601,0.255,0.483,0.0,0.483,0.79,1.078,0.896,0.104,0.156,0.104,,,0.696,0.0,0.469,0.086,0.241,0.332,0.865,0.113,0.815,0.487,0.384,0.903,4.692,0.116,0.507,0.217,1.028,,,,2.479,6.854,27.465,5.028,7.463,0.0,0.008,0.0,0.018,5.373,0.517,2.33%,RHI
52329,2021-09-30,2021-09-30,2022-01-31,0.36,16.476,23.626,23.799,41.724,1.191,23.113,0.268,0.033,0.075,0.225,0.049,0.048,0.097,0.078,0.117,0.395,0.079,0.06,0.079,0.462,0.216,0.581,0.352,0.374,0.377,0.024,0.023,0.128,,0.723,0.261,2.922,0.059,0.401,0.45,0.408,0.226,0.091,0.872,7.974,0.585,0.547,0.443,1.347,7.423,14.55,,1.044,4.496,,2.372,13.025,0.0,0.0,0.0,-0.019,2.728,1.016,.645%,J
52329,2021-09-30,2021-12-31,2022-02-28,0.349,16.188,26.566,26.856,56.164,1.128,16.993,0.0,0.024,0.077,0.236,0.036,0.041,0.094,0.056,0.11,0.395,0.057,0.039,0.057,0.429,0.221,0.572,0.366,0.387,0.39,0.019,0.018,0.151,,0.681,0.272,3.004,0.055,0.388,0.462,0.419,0.288,0.091,0.898,8.489,0.618,0.555,0.452,1.383,5.6,14.471,,0.936,4.479,,2.332,10.244,0.0,0.0,0.0,-0.04,2.53,0.516,.748%,J
52329,2021-09-30,2021-12-31,2022-03-31,0.349,16.188,29.765,30.09,62.927,1.264,19.039,0.0,0.024,0.077,0.236,0.036,0.041,0.094,0.056,0.11,0.395,0.057,0.039,0.057,0.429,0.221,0.572,0.366,0.387,0.39,0.019,0.018,0.151,,0.681,0.272,3.004,0.055,0.388,0.462,0.419,0.288,0.091,0.898,8.489,0.618,0.555,0.452,1.383,5.6,14.471,,0.936,4.479,,2.332,10.244,0.0,0.0,0.0,-0.04,2.835,0.578,.668%,J
52329,2021-09-30,2021-12-31,2022-04-30,0.349,16.188,29.924,30.251,63.265,1.27,19.141,0.0,0.024,0.077,0.236,0.036,0.041,0.094,0.056,0.11,0.395,0.057,0.039,0.057,0.429,0.221,0.572,0.366,0.387,0.39,0.019,0.018,0.151,,0.681,0.272,3.004,0.055,0.388,0.462,0.419,0.288,0.091,0.898,8.489,0.618,0.555,0.452,1.383,5.6,14.471,,0.936,4.479,,2.332,10.244,0.0,0.0,0.0,-0.04,2.85,0.582,.664%,J
52329,2021-09-30,2022-03-31,2022-05-31,0.354,16.053,31.2,31.481,48.812,1.253,21.913,0.0,0.03,0.076,0.239,0.054,0.056,0.092,0.069,0.107,0.395,0.072,0.058,0.072,0.46,0.23,0.576,0.359,0.381,0.384,0.022,0.02,0.15,,0.695,0.268,2.895,0.055,0.406,0.46,0.414,0.247,0.091,0.883,8.64,0.603,0.55,0.447,1.356,6.326,13.346,,0.961,4.569,,2.373,12.097,0.0,0.0,0.0,-0.026,2.865,0.771,.657%,J
