permno,adate,qdate,public_date,bm,evm,pe_op_basic,pe_op_dil,pe_exi,ps,pcf,dpr,npm,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,inv_turn,at_turn,rect_turn,pay_turn,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER
13936,2021-01-31,2021-10-31,2022-02-28,0.74,10.809,12.518,12.696,14.065,0.777,8.022,0.0,0.057,0.091,0.571,0.087,0.093,0.086,0.096,0.081,,0.105,0.063,0.105,0.215,0.39,0.533,0.468,0.517,0.467,0.027,0.024,0.158,0.377,0.222,0.372,4.277,0.095,0.319,0.545,0.441,0.336,0.081,0.721,3.315,0.802,0.617,0.543,1.61,5.306,6.86,2.668,0.683,10.577,3.445,1.783,7.228,0.0,0.053,0.0,-0.027,1.204,,.153%,PVH
13936,2022-01-31,2022-01-31,2022-03-31,0.87,8.411,6.958,7.067,5.782,0.586,5.005,0.003,0.104,0.103,0.582,0.106,0.138,0.097,0.176,0.097,0.021,0.19,0.105,0.19,0.27,0.429,0.599,0.401,0.449,0.401,0.026,0.023,0.175,0.369,0.209,0.32,3.182,0.107,0.392,0.498,0.447,0.384,0.151,0.75,3.152,0.625,0.573,0.495,1.344,9.769,8.696,2.77,0.713,12.787,3.209,1.731,10.569,0.0,0.059,0.0,-0.009,0.947,,.196%,PVH
13936,2022-01-31,2022-01-31,2022-04-30,0.87,8.411,6.61,6.714,5.493,0.541,4.621,0.003,0.104,0.103,0.582,0.106,0.138,0.097,0.176,0.097,0.021,0.19,0.105,0.19,0.27,0.429,0.599,0.401,0.449,0.401,0.026,0.023,0.175,0.369,0.209,0.32,3.182,0.107,0.392,0.498,0.447,0.384,0.151,0.75,3.152,0.625,0.573,0.495,1.344,9.769,8.696,2.77,0.713,12.787,3.209,1.731,10.569,0.0,0.059,0.0,-0.009,0.874,,.206%,PVH
13936,2022-01-31,2022-01-31,2022-05-31,0.87,8.411,6.437,6.538,5.349,0.526,4.499,0.003,0.104,0.103,0.582,0.106,0.138,0.097,0.176,0.097,0.021,0.19,0.105,0.19,0.27,0.429,0.599,0.401,0.449,0.401,0.026,0.023,0.175,0.369,0.209,0.32,3.182,0.107,0.392,0.498,0.447,0.384,0.151,0.75,3.152,0.625,0.573,0.495,1.344,9.769,8.696,2.77,0.713,12.787,3.209,1.731,10.569,0.0,0.059,0.0,-0.009,0.851,,.212%,PVH
13936,2022-01-31,2022-04-30,2022-06-30,1.153,8.901,5.163,5.235,4.102,0.414,3.982,0.005,0.107,0.098,0.58,0.108,0.141,0.096,0.178,0.095,0.021,0.194,0.114,0.194,0.263,0.428,0.582,0.418,0.467,0.418,0.027,0.024,0.152,0.379,0.234,0.334,3.433,0.105,0.357,0.513,0.467,0.368,0.151,0.717,3.193,0.663,0.584,0.504,1.403,10.748,8.929,2.791,0.737,10.753,3.454,1.772,8.708,0.0,0.059,0.0,0.002,0.674,0.01,.264%,PVH
13949,2020-12-31,2021-09-30,2022-01-31,0.035,16.376,26.664,27.007,26.552,1.259,21.016,0.222,0.05,0.07,0.182,0.065,0.061,0.179,0.82,0.269,0.213,0.851,0.219,0.851,0.655,0.405,0.21,0.79,0.798,0.79,0.035,0.035,0.095,0.146,0.677,0.454,2.52,0.01,0.475,0.511,0.431,0.319,0.163,0.925,26.433,3.637,0.88,0.86,7.362,7.996,9.851,20.444,2.224,5.405,6.56,18.598,11.689,0.0,0.01,0.0,-0.022,29.407,1.445,1.06%,CDW
13949,2021-12-31,2021-12-31,2022-02-28,0.034,20.837,23.657,23.986,24.497,1.118,29.662,0.238,0.047,0.071,0.181,0.062,0.057,0.148,0.867,0.223,0.238,0.987,0.212,0.987,0.72,0.285,0.092,0.908,0.925,0.908,0.028,0.027,0.021,0.143,0.783,0.536,4.251,0.019,0.408,0.555,0.327,0.154,0.063,0.873,35.554,7.478,0.947,0.938,17.704,7.551,9.763,20.22,1.847,4.808,5.58,29.504,15.065,0.0,0.01,0.0,0.018,25.078,1.278,1.16%,CDW
13949,2021-12-31,2021-12-31,2022-03-31,0.034,20.837,24.539,24.88,25.411,1.161,30.803,0.238,0.047,0.071,0.181,0.062,0.057,0.148,0.867,0.223,0.238,0.987,0.212,0.987,0.72,0.285,0.092,0.908,0.925,0.908,0.028,0.027,0.021,0.143,0.783,0.536,4.251,0.019,0.408,0.555,0.327,0.154,0.063,0.873,35.554,7.478,0.947,0.938,17.704,7.551,9.763,20.22,1.847,4.808,5.58,29.504,15.065,0.0,0.01,0.0,0.018,26.043,1.326,1.12%,CDW
13949,2021-12-31,2021-12-31,2022-04-30,0.034,20.837,22.384,22.695,23.179,1.059,28.101,0.238,0.047,0.071,0.181,0.062,0.057,0.148,0.867,0.223,0.238,0.987,0.212,0.987,0.72,0.285,0.092,0.908,0.925,0.908,0.028,0.027,0.021,0.143,0.783,0.536,4.251,0.019,0.408,0.555,0.327,0.154,0.063,0.873,35.554,7.478,0.947,0.938,17.704,7.551,9.763,20.22,1.847,4.808,5.58,29.504,15.065,0.0,0.01,0.0,0.018,23.759,1.21,1.23%,CDW
13949,2021-12-31,2022-03-31,2022-05-31,0.046,17.428,22.468,22.8,23.461,1.046,27.962,0.244,0.046,0.07,0.187,0.061,0.056,0.175,0.987,0.266,0.238,1.07,0.202,1.07,0.823,0.366,0.137,0.863,0.873,0.863,0.031,0.031,0.034,0.154,0.748,0.496,3.145,0.012,0.441,0.531,0.388,0.181,0.063,0.853,31.395,5.494,0.922,0.909,11.832,6.874,9.022,19.204,1.962,4.871,5.794,25.176,14.872,0.0,0.01,0.0,0.017,20.632,1.29,1.18%,CDW
13949,2021-12-31,2022-03-31,2022-06-30,0.046,17.428,20.841,21.149,21.762,0.971,25.953,0.244,0.046,0.07,0.187,0.061,0.056,0.175,0.987,0.266,0.238,1.07,0.202,1.07,0.823,0.366,0.137,0.863,0.873,0.863,0.031,0.031,0.034,0.154,0.748,0.496,3.145,0.012,0.441,0.531,0.388,0.181,0.063,0.853,31.395,5.494,0.922,0.909,11.832,6.874,9.022,19.204,1.962,4.871,5.794,25.176,14.872,0.0,0.01,0.0,0.017,19.15,1.197,1.27%,CDW
13949,2021-12-31,2022-03-31,2022-07-31,0.046,17.428,24.012,24.366,25.073,1.119,29.911,0.244,0.046,0.07,0.187,0.061,0.056,0.175,0.987,0.266,0.238,1.07,0.202,1.07,0.823,0.366,0.137,0.863,0.873,0.863,0.031,0.031,0.034,0.154,0.748,0.496,3.145,0.012,0.441,0.531,0.388,0.181,0.063,0.853,31.395,5.494,0.922,0.909,11.832,6.874,9.022,19.204,1.962,4.871,5.794,25.176,14.872,0.0,0.01,0.0,0.017,22.07,1.379,1.10%,CDW
13949,2021-12-31,2022-06-30,2022-08-31,0.062,16.441,21.526,21.829,23.224,1.007,19.225,0.255,0.044,0.071,0.192,0.059,0.055,0.167,1.014,0.253,0.238,1.161,0.186,1.161,0.901,0.357,0.126,0.874,0.886,0.874,0.032,0.031,0.031,0.15,0.756,0.503,3.33,0.014,0.432,0.535,0.377,0.242,0.063,0.896,33.661,5.795,0.928,0.916,12.941,6.227,8.394,19.265,1.858,4.723,5.442,25.897,15.622,0.0,0.01,0.0,-0.016,17.475,1.354,1.17%,CDW
13949,2021-12-31,2022-06-30,2022-09-30,0.062,16.441,19.682,19.959,21.235,0.921,17.586,0.255,0.044,0.071,0.192,0.059,0.055,0.167,1.014,0.253,0.238,1.161,0.186,1.161,0.901,0.357,0.126,0.874,0.886,0.874,0.032,0.031,0.031,0.15,0.756,0.503,3.33,0.014,0.432,0.535,0.377,0.242,0.063,0.896,33.661,5.795,0.928,0.916,12.941,6.227,8.394,19.265,1.858,4.723,5.442,25.897,15.622,0.0,0.01,0.0,-0.016,15.985,1.238,1.28%,CDW
13949,2021-12-31,2022-06-30,2022-10-31,0.062,16.441,21.792,22.098,23.512,1.02,19.484,0.255,0.044,0.071,0.192,0.059,0.055,0.167,1.014,0.253,0.238,1.161,0.186,1.161,0.901,0.357,0.126,0.874,0.886,0.874,0.032,0.031,0.031,0.15,0.756,0.503,3.33,0.014,0.432,0.535,0.377,0.242,0.063,0.896,33.661,5.795,0.928,0.916,12.941,6.227,8.394,19.265,1.858,4.723,5.442,25.897,15.622,0.0,0.01,0.0,-0.016,17.71,1.371,1.16%,CDW
13949,2021-12-31,2022-09-30,2022-11-30,0.073,15.313,22.977,23.289,24.788,1.071,20.565,0.259,0.044,0.072,0.199,0.058,0.055,0.16,0.986,0.241,0.238,1.177,0.176,1.177,0.945,0.353,0.132,0.868,0.881,0.868,0.033,0.033,0.032,0.144,0.761,0.501,3.408,0.014,0.428,0.534,0.371,0.233,0.063,0.895,35.528,5.43,0.925,0.912,12.357,5.746,7.778,19.503,1.772,4.592,5.172,23.664,16.035,0.0,0.01,0.0,-0.016,16.646,1.387,1.25%,CDW
13949,2021-12-31,2022-09-30,2022-12-31,0.073,15.313,21.752,22.047,23.466,1.015,19.484,0.259,0.044,0.072,0.199,0.058,0.055,0.16,0.986,0.241,0.238,1.177,0.176,1.177,0.945,0.353,0.132,0.868,0.881,0.868,0.033,0.033,0.032,0.144,0.761,0.501,3.408,0.014,0.428,0.534,0.371,0.233,0.063,0.895,35.528,5.43,0.925,0.912,12.357,5.746,7.778,19.503,1.772,4.592,5.172,23.664,16.035,0.0,0.01,0.0,-0.016,15.771,1.313,1.32%,CDW
13963,2021-06-30,2021-09-30,2022-01-31,0.607,11.497,20.785,20.785,26.795,0.892,7.559,1.25,0.05,0.079,0.496,0.073,0.132,0.094,0.059,0.071,0.136,0.061,0.057,0.061,0.185,0.304,0.692,0.228,0.256,0.248,0.025,0.022,0.29,0.062,0.366,0.19,2.08,0.108,0.461,0.397,0.464,0.367,0.162,0.654,2.061,0.318,0.427,0.29,0.83,8.343,11.552,19.45,0.612,6.514,15.962,1.19,10.173,0.0,0.059,0.0,-0.042,1.028,0.345,.899%,NWSA
13963,2021-06-30,2021-12-31,2022-02-28,0.654,11.367,20.667,20.667,26.892,0.868,7.369,0.557,0.049,0.086,0.503,0.073,0.129,0.097,0.058,0.077,0.136,0.061,0.057,0.061,0.204,0.311,0.682,0.24,0.269,0.26,0.026,0.023,0.3,0.061,0.357,0.2,2.1,0.109,0.456,0.409,0.48,0.367,0.162,0.641,2.197,0.34,0.435,0.303,0.859,7.526,11.395,18.927,0.617,6.472,15.298,1.218,9.006,0.0,0.059,0.0,-0.043,1.012,0.631,.896%,NWSA
13963,2021-06-30,2021-12-31,2022-03-31,0.654,11.367,20.509,20.509,26.687,0.859,7.286,0.557,0.049,0.086,0.503,0.073,0.129,0.097,0.058,0.077,0.136,0.061,0.057,0.061,0.204,0.311,0.682,0.24,0.269,0.26,0.026,0.023,0.3,0.061,0.357,0.2,2.1,0.109,0.456,0.409,0.48,0.367,0.162,0.641,2.197,0.34,0.435,0.303,0.859,7.526,11.395,18.927,0.617,6.472,15.298,1.218,9.006,0.0,0.059,0.0,-0.043,1.0,0.626,.903%,NWSA
13963,2021-06-30,2021-12-31,2022-04-30,0.654,11.367,18.389,18.389,23.928,0.768,6.516,0.557,0.049,0.086,0.503,0.073,0.129,0.097,0.058,0.077,0.136,0.061,0.057,0.061,0.204,0.311,0.682,0.24,0.269,0.26,0.026,0.023,0.3,0.061,0.357,0.2,2.1,0.109,0.456,0.409,0.48,0.367,0.162,0.641,2.197,0.34,0.435,0.303,0.859,7.526,11.395,18.927,0.617,6.472,15.298,1.218,9.006,0.0,0.059,0.0,-0.043,0.895,0.561,1.01%,NWSA
13963,2021-06-30,2022-03-31,2022-05-31,0.665,10.76,15.818,15.818,20.714,0.662,5.6,0.347,0.049,0.092,0.505,0.071,0.127,0.1,0.059,0.082,0.136,0.06,0.057,0.06,0.217,0.307,0.664,0.259,0.29,0.281,0.027,0.025,0.279,0.064,0.365,0.216,2.233,0.104,0.441,0.432,0.489,0.364,0.162,0.626,2.365,0.38,0.448,0.322,0.905,6.607,10.584,18.091,0.608,6.357,15.76,1.228,9.441,0.0,0.059,0.0,-0.043,0.781,,1.15%,NWSA
13963,2021-06-30,2022-03-31,2022-06-30,0.665,10.76,14.164,14.164,18.548,0.592,5.003,0.347,0.049,0.092,0.505,0.071,0.127,0.1,0.059,0.082,0.136,0.06,0.057,0.06,0.217,0.307,0.664,0.259,0.29,0.281,0.027,0.025,0.279,0.064,0.365,0.216,2.233,0.104,0.441,0.432,0.489,0.364,0.162,0.626,2.365,0.38,0.448,0.322,0.905,6.607,10.584,18.091,0.608,6.357,15.76,1.228,9.441,0.0,0.059,0.0,-0.043,0.698,,1.28%,NWSA
13963,2021-06-30,2022-03-31,2022-07-31,0.665,10.76,15.582,15.582,20.405,0.651,5.504,0.347,0.049,0.092,0.505,0.071,0.127,0.1,0.059,0.082,0.136,0.06,0.057,0.06,0.217,0.307,0.664,0.259,0.29,0.281,0.027,0.025,0.279,0.064,0.365,0.216,2.233,0.104,0.441,0.432,0.489,0.364,0.162,0.626,2.365,0.38,0.448,0.322,0.905,6.607,10.584,18.091,0.608,6.357,15.76,1.228,9.441,0.0,0.059,0.0,-0.043,0.768,,1.17%,NWSA
13963,2022-06-30,2022-06-30,2022-08-31,0.925,7.736,13.645,13.756,16.114,0.628,4.819,0.189,0.06,0.099,0.507,0.078,0.139,0.101,0.074,0.085,0.064,0.076,0.067,0.076,0.253,0.305,0.639,0.289,0.323,0.312,0.028,0.026,0.226,0.076,0.382,0.241,2.424,0.104,0.436,0.461,0.487,0.385,0.168,0.631,2.698,0.442,0.469,0.357,0.982,7.293,10.364,18.17,0.611,6.661,14.158,1.263,18.092,0.0,0.057,0.0,-0.043,0.775,,1.18%,NWSA
13963,2022-06-30,2022-06-30,2022-09-30,0.925,7.736,12.185,12.285,14.39,0.559,4.29,0.189,0.06,0.099,0.507,0.078,0.139,0.101,0.074,0.085,0.064,0.076,0.067,0.076,0.253,0.305,0.639,0.289,0.323,0.312,0.028,0.026,0.226,0.076,0.382,0.241,2.424,0.104,0.436,0.461,0.487,0.385,0.168,0.631,2.698,0.442,0.469,0.357,0.982,7.293,10.364,18.17,0.611,6.661,14.158,1.263,18.092,0.0,0.057,0.0,-0.043,0.69,,1.32%,NWSA
13963,2022-06-30,2022-06-30,2022-10-31,0.925,7.736,13.605,13.715,16.067,0.624,4.789,0.189,0.06,0.099,0.507,0.078,0.139,0.101,0.074,0.085,0.064,0.076,0.067,0.076,0.253,0.305,0.639,0.289,0.323,0.312,0.028,0.026,0.226,0.076,0.382,0.241,2.424,0.104,0.436,0.461,0.487,0.385,0.168,0.631,2.698,0.442,0.469,0.357,0.982,7.293,10.364,18.17,0.611,6.661,14.158,1.263,18.092,0.0,0.057,0.0,-0.043,0.77,,1.19%,NWSA
13963,2022-06-30,2022-09-30,2022-11-30,0.919,9.015,19.742,19.742,23.937,0.707,5.834,0.383,0.045,0.092,0.503,0.055,0.122,0.098,0.055,0.079,0.064,0.056,0.052,0.056,0.237,0.308,0.648,0.278,0.307,0.3,0.029,0.027,0.237,0.075,0.39,0.231,2.359,0.095,0.43,0.457,0.498,0.378,0.168,0.6,2.566,0.419,0.458,0.341,0.94,5.49,9.154,16.623,0.614,6.403,14.626,1.26,12.498,0.0,0.057,0.0,-0.047,0.911,0.226,1.04%,NWSA
13963,2022-06-30,2022-09-30,2022-12-31,0.919,9.015,18.763,18.763,22.75,0.672,5.545,0.383,0.045,0.092,0.503,0.055,0.122,0.098,0.055,0.079,0.064,0.056,0.052,0.056,0.237,0.308,0.648,0.278,0.307,0.3,0.029,0.027,0.237,0.075,0.39,0.231,2.359,0.095,0.43,0.457,0.498,0.378,0.168,0.6,2.566,0.419,0.458,0.341,0.94,5.49,9.154,16.623,0.614,6.403,14.626,1.26,12.498,0.0,0.057,0.0,-0.047,0.866,0.215,1.10%,NWSA
14008,2020-12-31,2021-09-30,2022-01-31,0.068,13.544,18.099,18.23,23.441,4.921,14.735,0.705,0.218,0.348,0.887,0.25,0.35,0.198,0.588,0.21,0.107,0.591,0.164,0.591,0.653,0.365,0.218,0.782,0.846,0.782,0.037,0.035,0.196,0.188,0.221,0.545,2.753,0.076,0.251,0.586,0.919,0.638,0.196,0.911,10.731,3.581,0.859,0.801,6.108,5.753,7.608,0.721,0.412,5.427,2.373,2.927,3.224,0.241,0.038,0.0,-0.048,15.433,0.315,3.10%,AMGN
14008,2021-12-31,2021-12-31,2022-02-28,0.053,12.748,17.197,17.289,22.031,4.856,13.622,0.695,0.227,0.357,0.876,0.258,0.352,0.202,0.732,0.222,0.121,0.732,0.166,0.732,0.669,0.372,0.166,0.834,0.84,0.834,0.036,0.036,0.148,0.211,0.301,0.556,2.714,0.007,0.224,0.62,1.027,0.76,0.17,0.905,9.472,5.037,0.89,0.841,8.129,5.923,7.748,0.805,0.419,4.654,2.442,3.877,3.608,0.243,0.032,0.0,-0.054,18.829,,3.43%,AMGN
14008,2021-12-31,2021-12-31,2022-03-31,0.053,12.748,18.361,18.46,23.523,4.972,13.949,0.695,0.227,0.357,0.876,0.258,0.352,0.202,0.732,0.222,0.121,0.732,0.166,0.732,0.669,0.372,0.166,0.834,0.84,0.834,0.036,0.036,0.148,0.211,0.301,0.556,2.714,0.007,0.224,0.62,1.027,0.76,0.17,0.905,9.472,5.037,0.89,0.841,8.129,5.923,7.748,0.805,0.419,4.654,2.442,3.877,3.608,0.243,0.032,0.0,-0.054,19.281,,3.21%,AMGN
14008,2021-12-31,2021-12-31,2022-04-30,0.053,12.748,17.706,17.801,22.684,4.795,13.451,0.695,0.227,0.357,0.876,0.258,0.352,0.202,0.732,0.222,0.121,0.732,0.166,0.732,0.669,0.372,0.166,0.834,0.84,0.834,0.036,0.036,0.148,0.211,0.301,0.556,2.714,0.007,0.224,0.62,1.027,0.76,0.17,0.905,9.472,5.037,0.89,0.841,8.129,5.923,7.748,0.805,0.419,4.654,2.442,3.877,3.608,0.243,0.032,0.0,-0.054,18.593,,3.33%,AMGN
14008,2021-12-31,2022-03-31,2022-05-31,0.007,12.612,19.856,19.964,25.27,5.212,14.714,0.712,0.217,0.364,0.881,0.248,0.347,0.209,0.704,0.226,0.121,0.704,0.174,0.704,0.764,0.378,0.155,0.845,0.907,0.845,0.037,0.034,0.161,0.206,0.248,0.576,2.719,0.069,0.247,0.595,0.953,0.684,0.17,0.903,10.637,5.461,0.902,0.859,9.18,5.742,7.941,0.746,0.429,5.221,2.7,4.371,3.915,0.24,0.032,0.0,-0.058,50.828,,3.02%,AMGN
14008,2021-12-31,2022-03-31,2022-06-30,0.007,12.612,18.817,18.919,23.947,4.945,13.962,0.712,0.217,0.364,0.881,0.248,0.347,0.209,0.704,0.226,0.121,0.704,0.174,0.704,0.764,0.378,0.155,0.845,0.907,0.845,0.037,0.034,0.161,0.206,0.248,0.576,2.719,0.069,0.247,0.595,0.953,0.684,0.17,0.903,10.637,5.461,0.902,0.859,9.18,5.742,7.941,0.746,0.429,5.221,2.7,4.371,3.915,0.24,0.032,0.0,-0.058,45.207,,3.19%,AMGN
14008,2021-12-31,2022-03-31,2022-07-31,0.007,12.612,19.139,19.243,24.357,5.03,14.201,0.712,0.217,0.364,0.881,0.248,0.347,0.209,0.704,0.226,0.121,0.704,0.174,0.704,0.764,0.378,0.155,0.845,0.907,0.845,0.037,0.034,0.161,0.206,0.248,0.576,2.719,0.069,0.247,0.595,0.953,0.684,0.17,0.903,10.637,5.461,0.902,0.859,9.18,5.742,7.941,0.746,0.429,5.221,2.7,4.371,3.915,0.24,0.032,0.0,-0.058,51.345,,3.14%,AMGN
14008,2021-12-31,2022-06-30,2022-08-31,0.019,12.252,19.026,19.132,20.364,4.872,13.792,0.625,0.249,0.375,0.885,0.284,0.377,0.216,1.092,0.239,0.121,1.092,0.201,1.092,0.83,0.382,0.116,0.884,0.923,0.884,0.036,0.035,0.153,0.211,0.257,0.592,2.732,0.043,0.232,0.613,1.01,0.71,0.17,0.896,10.764,7.602,0.925,0.892,12.404,6.244,7.888,0.704,0.431,5.024,2.668,5.782,3.63,0.181,0.032,0.0,-0.045,53.139,,3.23%,AMGN
14008,2021-12-31,2022-06-30,2022-09-30,0.019,12.252,17.846,17.946,19.102,4.558,12.902,0.625,0.249,0.375,0.885,0.284,0.377,0.216,1.092,0.239,0.121,1.092,0.201,1.092,0.83,0.382,0.116,0.884,0.923,0.884,0.036,0.035,0.153,0.211,0.257,0.592,2.732,0.043,0.232,0.613,1.01,0.71,0.17,0.896,10.764,7.602,0.925,0.892,12.404,6.244,7.888,0.704,0.431,5.024,2.668,5.782,3.63,0.181,0.032,0.0,-0.045,49.711,,3.44%,AMGN
14008,2021-12-31,2022-06-30,2022-10-31,0.019,12.252,21.405,21.525,22.911,5.467,15.478,0.625,0.249,0.375,0.885,0.284,0.377,0.216,1.092,0.239,0.121,1.092,0.201,1.092,0.83,0.382,0.116,0.884,0.923,0.884,0.036,0.035,0.153,0.211,0.257,0.592,2.732,0.043,0.232,0.613,1.01,0.71,0.17,0.896,10.764,7.602,0.925,0.892,12.404,6.244,7.888,0.704,0.431,5.024,2.668,5.782,3.63,0.181,0.032,0.0,-0.045,56.653,,2.87%,AMGN
14008,2021-12-31,2022-09-30,2022-11-30,0.03,12.04,21.713,21.829,22.967,5.804,15.467,0.607,0.26,0.386,0.885,0.294,0.387,0.221,1.498,0.249,0.121,1.498,0.208,1.498,0.811,0.383,0.088,0.912,0.934,0.912,0.037,0.036,0.145,0.219,0.265,0.6,2.7,0.024,0.226,0.621,1.04,0.76,0.17,0.911,10.814,10.42,0.944,0.917,16.779,6.155,7.665,0.678,0.433,4.883,2.772,7.694,3.598,0.169,0.032,0.0,-0.049,41.833,31.056,2.71%,AMGN
14008,2021-12-31,2022-09-30,2022-12-31,0.03,12.04,19.912,20.018,21.062,5.327,14.195,0.607,0.26,0.386,0.885,0.294,0.387,0.221,1.498,0.249,0.121,1.498,0.208,1.498,0.811,0.383,0.088,0.912,0.934,0.912,0.037,0.036,0.145,0.219,0.265,0.6,2.7,0.024,0.226,0.621,1.04,0.76,0.17,0.911,10.814,10.42,0.944,0.917,16.779,6.155,7.665,0.678,0.433,4.883,2.772,7.694,3.598,0.169,0.032,0.0,-0.049,38.393,30.546,2.95%,AMGN
14295,2020-12-31,2021-09-30,2022-01-31,0.149,62.032,70.774,72.135,-156.29,6.25,20.11,,-0.038,0.074,0.751,-0.077,0.072,0.062,-0.023,0.027,,-0.023,-0.008,-0.023,0.037,0.247,0.616,0.384,0.456,0.384,0.017,0.014,1.167,0.0,0.105,0.389,6.393,0.159,0.302,0.688,0.424,0.713,0.184,0.217,2.46,0.622,0.475,0.435,0.905,-1.248,4.44,,0.329,4.973,5.053,0.627,0.673,0.234,0.015,0.0,-0.117,4.182,,,TWTR
14295,2021-12-31,2021-12-31,2022-02-28,0.212,49.028,74.063,74.063,-126.96,5.606,44.987,,-0.044,0.054,0.751,-0.081,0.064,0.06,-0.029,0.022,,-0.029,-0.015,-0.029,0.029,0.271,0.578,0.422,0.439,0.422,0.012,0.011,0.948,0.0,0.154,0.395,6.782,0.04,0.199,0.789,0.609,0.471,0.094,-0.599,2.06,0.729,0.48,0.44,0.924,-3.202,5.181,,0.37,4.495,6.37,0.695,0.772,0.246,0.033,0.0,-0.062,3.895,,,TWTR
14295,2021-12-31,2021-12-31,2022-03-31,0.212,49.028,80.604,80.604,-138.18,6.101,48.961,,-0.044,0.054,0.751,-0.081,0.064,0.06,-0.029,0.022,,-0.029,-0.015,-0.029,0.029,0.271,0.578,0.422,0.439,0.422,0.012,0.011,0.948,0.0,0.154,0.395,6.782,0.04,0.199,0.789,0.609,0.471,0.094,-0.599,2.06,0.729,0.48,0.44,0.924,-3.202,5.181,,0.37,4.495,6.37,0.695,0.772,0.246,0.033,0.0,-0.062,4.239,,,TWTR
14295,2021-12-31,2021-12-31,2022-04-30,0.212,49.028,102.125,102.125,-175.07,7.372,59.161,,-0.044,0.054,0.751,-0.081,0.064,0.06,-0.029,0.022,,-0.029,-0.015,-0.029,0.029,0.271,0.578,0.422,0.439,0.422,0.012,0.011,0.948,0.0,0.154,0.395,6.782,0.04,0.199,0.789,0.609,0.471,0.094,-0.599,2.06,0.729,0.48,0.44,0.924,-3.202,5.181,,0.37,4.495,6.37,0.695,0.772,0.246,0.033,0.0,-0.062,5.122,,,TWTR
14295,2021-12-31,2022-03-31,2022-05-31,0.2,71.714,165.0,180.0,172.174,5.772,82.1,0.0,0.043,0.018,0.74,0.07,0.152,0.045,0.03,0.007,,0.03,0.022,0.03,0.009,0.27,0.558,0.442,0.478,0.442,0.01,0.009,0.975,0.0,0.122,0.418,9.016,0.075,0.233,0.756,0.389,0.215,0.094,-1.695,2.279,0.792,0.511,0.471,1.047,5.189,1.739,,0.365,5.072,5.896,0.746,0.779,0.261,0.033,0.0,-0.01,5.125,,,TWTR
14295,2021-12-31,2022-03-31,2022-06-30,0.2,71.714,155.792,169.955,162.565,5.451,77.53,0.0,0.043,0.018,0.74,0.07,0.152,0.045,0.03,0.007,,0.03,0.022,0.03,0.009,0.27,0.558,0.442,0.478,0.442,0.01,0.009,0.975,0.0,0.122,0.418,9.016,0.075,0.233,0.756,0.389,0.215,0.094,-1.695,2.279,0.792,0.511,0.471,1.047,5.189,1.739,,0.365,5.072,5.896,0.746,0.779,0.261,0.033,0.0,-0.01,4.84,,,TWTR
14295,2021-12-31,2022-03-31,2022-07-31,0.2,71.714,173.375,189.136,180.913,6.066,86.28,0.0,0.043,0.018,0.74,0.07,0.152,0.045,0.03,0.007,,0.03,0.022,0.03,0.009,0.27,0.558,0.442,0.478,0.442,0.01,0.009,0.975,0.0,0.122,0.418,9.016,0.075,0.233,0.756,0.389,0.215,0.094,-1.695,2.279,0.792,0.511,0.471,1.047,5.189,1.739,,0.365,5.072,5.896,0.746,0.779,0.261,0.033,0.0,-0.01,5.386,,,TWTR
14295,2021-12-31,2022-06-30,2022-08-31,0.206,113.517,-242.19,-215.28,-242.19,5.671,208.329,,-0.021,-0.047,0.723,-0.009,0.096,0.025,-0.016,-0.019,,-0.016,-0.004,-0.016,-0.025,0.271,0.528,0.472,0.489,0.472,0.011,0.01,0.89,0.0,0.133,0.436,16.69,0.034,0.191,0.798,0.26,0.012,0.094,-52.221,2.196,0.893,0.528,0.488,1.119,-0.777,-3.943,,0.375,5.037,7.69,0.795,0.814,0.291,0.033,0.0,-0.009,4.998,,,TWTR
14295,2021-12-31,2022-06-30,2022-09-30,0.206,113.517,,,,6.416,182.608,,-0.021,-0.047,0.723,-0.009,0.096,0.025,-0.016,-0.019,,-0.016,-0.004,-0.016,-0.025,0.271,0.528,0.472,0.489,0.472,0.011,0.01,0.89,0.0,0.133,0.436,16.69,0.034,0.191,0.798,0.26,0.012,0.094,-52.221,2.196,0.893,0.528,0.488,1.119,-0.777,-3.943,,0.375,5.037,7.69,0.795,0.814,0.291,0.033,0.0,-0.009,5.655,,,TWTR
14338,2020-12-31,2021-09-30,2022-01-31,,53.994,201.542,204.38,406.6,8.353,-252.78,2.154,0.008,0.127,0.266,-0.005,0.056,0.051,,0.064,,-0.027,0.045,-0.027,0.272,0.082,-0.158,1.157,1.172,1.158,0.04,0.039,0.12,0.0,0.277,0.667,12.835,0.013,0.15,0.604,0.318,-0.062,0.039,0.935,15.974,,1.089,1.139,-12.157,1.094,1.482,,0.307,5.484,3.45,,7.954,0.0,0.0,0.0,0.012,,,,HLT
